labelAnswer|title|slug|answer|commentAnswer|summary|content|authorEmail|||
D. Elles verifient l'&eacute;quation d'&eacute;tat PV=nRT|9) Parmi les propositions suivantes, quelle est ou quelles sont celle(s) qui correspond(ent) aux vapeurs saturantes'?|UE3S100109|FAUX|||||||segmo
A.Elles se comportent comme des gaz parfaits aux faibles pressions|10) Parmi les propositions suivantes, quelle est ou quelles sont celle(s) qui correspond(ent) aux vapeurs s&egrave;ches?|UE3S100110|VRAI|||||||segmo
A. Un liquide est tr&egrave;s compressible|12)|UE3S100112|FAUX|||||||segmo
B. Un liquide n'a pas de forme propre|12)|UE3S100112|VRAI|||||||segmo
C. La viscosit&eacute; est la cons&eacute;quence des interactions entre les mol&eacute;cules|12)|UE3S100112|VRAI|||||||segmo
D. Un solide est caract&eacute;ris&eacute; par sa forme|12)|UE3S100112|VRAI|||||||segmo
E. la vibration des atomes dans un cristal est nulle &agrave; 0K|12)|UE3S100112|VRAI|||||||segmo
A.Un syst&egrave;me ouvert &eacute;change seulement de l'&eacute;nergie|13) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100113|FAUX|||||||segmo
B. Un syst&egrave;me isol&eacute; n'&eacute;change ni &eacute;nergie ni mati&egrave;re|13) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100113|VRAI|||||||segmo
C. Un syst&egrave;me ouvert &eacute;change seulement de la mati&egrave;re|13) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100113|FAUX|aussi &eacute;nergie||||||segmo
D. Un syst&egrave;me ferm&eacute; n'&eacute;change que de l'&eacute;nergie|13) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100113|VRAI|||||||segmo
E. Un syst&egrave;me ferm&eacute; n'&eacute;change que de la mati&egrave;re|13) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100113|FAUX|que de l'&eacute;nergie||||||segmo
A. Dans toute transformation il y a modification de l'&eacute;nergie|14) Concernant le premier principe de thermodynamique, la ou lequelles est (sont) exacte(s)?|UE3S100114|FAUX|||||||segmo
B. Au cours d'une transformation d'un syst&egrave;me ferm&eacute;, la variation de son &eacute;nergie, est &eacute;gale &agrave; la quantit&eacute; d'&eacute;nergie &eacute;chang&eacute;e avec l'exterieur sous forme de travail ou de chaleur|14) Concernant le premier principe de thermodynamique, la ou leq uelles est (sont) exacte(s)?|UE3S100114|VRAI|||||||segmo
C. ∆U = ∆W + ∆Q|14) Concernant le premier principe de thermodynamique|UE3S100114|VRAI|||||||segmo
D. ∆U est la variation d'energie interne|14) Concernant le premier principe de thermodynamique, la ou leq uelles est (sont) exacte(s)?|UE3S100114|VRAI|||||||segmo
E. W est le travail &eacute;chang&eacute; avec le milieu interieur|14) Concernant le premier principe de thermodynamique, la ou leq uelles est (sont) exacte(s)?|UE3S100114|FAUX|ext&eacute;rieur||||||segmo
A.Toute transformation r&eacute;elle s'effectue avec cr&eacute;ation d'entropie.|15) Concernant le second principe de thermodynamique, la ou lequelles est (sont) exacte(s)?|UE3S100115|VRAI|||||||segmo
B. L'entropie augmente pendant une transformation r&eacute;elle.|15) Concernant le second principe de thermodynamique, la ou lequelles est (sont) exacte(s)?|UE3S100115|VRAI|||||||segmo
C. L'entropie d'un syst&egrave;me ouvert ne peut qu'augmenter ou rester constante.|15) Concernant le second principe de thermodynamique, la ou lequelles est (sont) exacte(s)?|UE3S100115|VRAI|||||||segmo
D. ∆S syst + ∆S ext ≥ 0|15) Concernant le second principe de thermodynamique, la ou lequelles est (sont) exacte(s)?|UE3S100115|VRAI|||||||segmo
E. L'entropie est une fonction d'&eacute;tat|15) Concernant le second principe de thermodynamique, la ou lequelles est (sont) exacte(s)?|UE3S100115|VRAI|||||||segmo
A. L'&eacute;nergie libre G a pour expression G = U-TS|16) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100116|FAUX|A = U - TS||||||segmo
C. L'&eacute;nergie m&eacute;canique est la somme des energies cin&eacute;tiques et potentielles|16) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100116|VRAI|||||||segmo
D. Au cours d'une transformation irreversible la variation d'enthalpie libre est nulle|16) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100116|FAUX|||||||segmo
E. L'enthalpie est une grandeur extensive.|16) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100116|VRAI|||||||segmo
A. La molarit&eacute; est le nombre de moles contenues dans un litre|17) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100117|VRAI|||||||segmo
B. La molalit&eacute; est le nombre de moles par masse de solution|17) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100117|VRAI|||||||segmo
C. la molalit&eacute; ne d&eacute;pend pas de la temp&eacute;rature|17) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100117|VRAI|||||||segmo
D. la molarit&eacute; depend de la temp&eacute;rature|17) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100117|VRAI|||||||segmo
E. la molarit&eacute; depend du volume|17) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100117|VRAI|||||||segmo
A. Dans une solution, le solut&eacute; est la phase dispersante.|18) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100118|FAUX|solvant||||||segmo
B. Dans une solution, le solvant est la phase dispersante.|18) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100118|VRAI|||||||segmo
C. Dans une solution, le solut&eacute; est la phase dispers&eacute;e.|18) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100118|VRAI|||||||segmo
D. Dans une solution, le solvant est la phase dispers&eacute;e.|18) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100118|FAUX|||||||segmo
E. Dans un caf&eacute; sucr&eacute;, le sucre est le solut&eacute;.|18) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100118|VRAI|||||||segmo
A. le dipole &eacute;l&eacute;ctronique est form&eacute; de deux charges de valeur absolue diff&eacute;rente mais de m&ecirc;me signe|19) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100119|FAUX|signe contraire mais valeur absolue identique||||||segmo
B. Deux charges de m&ecirc;me signe se repoussent|19) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100119|VRAI|||||||segmo
C. Un conducteur est un materiau permettant l'&eacute;change d'energie|19) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100119|VRAI|||||||segmo
D. Un isolant est un materiau empechant seulement l'&eacute;change de chaleur|19) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100119|FAUX|||||||segmo
E. Un electron est un porteur de charges electriquement mobile|19) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100119|VRAI|||||||segmo
A. Certains gaz ionis&eacute;s|20) Parmi les substances suivantes la ou lesquelles est (sont) conductrice(s)?|UE3S100120|VRAI|||||||segmo
B. le bois|20) Parmi les substances suivantes la ou lesquelles est (sont) conductrice(s)?|UE3S100120|FAUX|||||||segmo
C. le verre|20) Parmi les substances suivantes la ou lesquelles est (sont) conductrice(s)?|UE3S100120|FAUX|||||||segmo
D. le plasma|20) Parmi les substances suivantes la ou lesquelles est (sont) conductrice(s)?|UE3S100120|VRAI|||||||segmo
E. le conducteur parfait est l'or|20) Parmi les substances suivantes la ou lesquelles est (sont) conductrice(s)?|UE3S100120|FAUX|||||||segmo
A.La conductivit&eacute; d'un semi conducteur depend des conditions physiques exterieures|21)|UE3S100121|VRAI|||||||segmo
B. la conductivit&eacute; d'un semi conducteur peut etre d&eacute;favoris&eacute;e par des dopants|21)|UE3S100121|FAUX|||||||segmo
C. les supra conducteurs peuvent avoir une resistance ohmique nulle|21)|UE3S100121|VRAI|||||||segmo
D. La th&eacute;orie des bandes permet de modeliser des valeurs d'energie que peuvent prendre les electrons d'un solide|21)|UE3S100121|VRAI|||||||segmo
E. les propri&eacute;t&eacute;s &eacute;lectriques d'un solide dependent de la repartition des elctrons entre bande de conduction et bande de valence|21)|UE3S100121|VRAI|||||||segmo
A. L'anode est le lieu de la reduction|22) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100122|FAUX|Anode : Oxydation<br>Cathode : R&eacute;duction<br>CRAdO||||||segmo
B. La cathode est le lieu de l'oxydation|22) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100122|FAUX|CRAdO<br>Cathode R&eacute;duction<br>Anode Oxydation||||||segmo
C. La conductivit&eacute; est le rapport de la conductance sur une longueur|22) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100122|VRAI|||||||segmo
D. dans une pile l'anion se deplace vers la cathode|22) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100122|FAUX|||||||segmo
E. dans une pile le cation se deplace vers l'anode|22) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100122|FAUX|cation + se d&eacute;place vers la cathode -||||||segmo
A. La longueur est une grandeur extensive|23) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100123|VRAI|||||||segmo
B. la masse volumique est une grandeur intensive|23) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100123|VRAI|||||||segmo
C. le poids est une grandeur intensive|23) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100123|FAUX|||||||segmo
D. la chaleur est une grandeur extensive|23) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100123|FAUX|||||||segmo
E. la masse molaire est une grandeur intensive|23) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100123|FAUX|extensive||||||segmo
A.un gaz rare est un gaz parfait|25) Concernant le diagramme de phase d'un gaz rare, la ou lequelles est (sont) exacte(s)?|UE3S100125|FAUX|||||||segmo
B. L'helium est un gaz rare|25) Concernant le diagramme de phase d'un gaz rare, la ou lequelles est (sont) exacte(s)?|UE3S100125|VRAI|||||||segmo
C. L'h&eacute;lium fait partie des gaz les plus difficiles &agrave; liqu&eacute;fier et &agrave; solidifier|25) Concernant le diagramme de phase d'un gaz rare, la ou lequelles est (sont) exacte(s)?|UE3S100125|VRAI|||||||segmo
D. Le diagramme de l'h&eacute;lium est depourvu de point triple|25) Concernant le diagramme de phase d'un gaz rare, la ou lequelles est (sont) exacte(s)?|UE3S100125|VRAI|il faut une certaine pression pour que la solidification se fasse &agrave; tr&egrave;s basse temp&eacute;rature||||||segmo
E. L'h&eacute;lium ne peut jamais &ecirc;tre present &agrave; l'&eacute;tat solide|25) Concernant le diagramme de phase d'un gaz rare, la ou lequelles est (sont) exacte(s)?|UE3S100125|FAUX|||||||segmo
A. La loi de Henry concerne les solutions pratiquement pures|26) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100126|FAUX|||||||segmo
B. La loi de Raoult concerne les solutions extremement dilu&eacute;es|26) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100126|FAUX|||||||segmo
C. Quand un compos&eacute; est pratiquement pur, sa pression partielle est proportionnelle &agrave; sa fraction molaire|26) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100126|VRAI|||||||segmo
D. Quand un compos&eacute; est en infime quantit&eacute; dans une solution, sa pression partielle est toujours proportionnelle &agrave; sa fraction molaire|26) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100126|VRAI|||||||segmo
E. En g&eacute;n&eacute;ral un m&eacute;lange exothermique s'accompagne d'une augmentation de volume|26) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100126|FAUX|||||||segmo
A. Isochore signifie que la pression est constante|27)|UE3S100127|FAUX|||||||segmo
B. Isobare signifie que le volume est constant|27)|UE3S100127|FAUX|||||||segmo
C. isotherme signifie que la temp&eacute;rature est constante|27)|UE3S100127|VRAI|||||||segmo
D. Les forces de repulsions facilitent l'expansion|27)|UE3S100127|VRAI|||||||segmo
E. Les forces d'attraction facilitent la compression|27)|UE3S100127|VRAI|||||||segmo
A. La pression diminue lors de forces d'attraction importantes|28) D'apr&egrave;s l'&eacute;quation de Van der Waals:|UE3S100128|VRAI|||||||segmo
B. Lors de r&eacute;pulsions importantes, le gaz occupe plus de place|28) D'apr&egrave;s l'&eacute;quation de Van der Waals:|UE3S100128|VRAI|||||||segmo
C. Dans l'&eacute;quation, b est appel&eacute; covolume et diminue avec le volume des mol&eacute;cules|28) D'apr&egrave;s l'&eacute;quation de Van der Waals:|UE3S100128|FAUX|||||||segmo
D. Les constantes a et b sont caract&eacute;ristiques de chaque gaz et ind&eacute;pendantes de la temp&eacute;rature|28) D'apr&egrave;s l'&eacute;quation de Van der Waals:|UE3S100128|VRAI|||||||segmo
E. b= 4V des mol&eacute;cules|28) D'apr&egrave;s l'&eacute;quation de Van der Waals:|UE3S100128|VRAI|||||||segmo
A. Le facteur de compression (Z) est le rapport du volume molaire de gaz parfait sur le volume molaire du gaz &eacute;tudi&eacute;|29) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100129|FAUX|||||||segmo
B. lors de pression &eacute;lev&eacute;e les forces r&eacute;pulsives sont dominantes|29) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100129|VRAI|||||||segmo
C. À pression faible, on a une r&eacute;duction du volume molaire|29) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100129|VRAI|faible pression : augmentation du volume donc une baisse du volume molaire (Vm = n / V)||||||segmo
D. À temp&eacute;rature faible, le mouvement des mol&eacute;cules est plus rapide|29) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100129|FAUX|||||||segmo
E. À pression faible le volume d'un gaz r&eacute;el est inferieur au volume d'un gaz parfait dans les m&ecirc;mes conditions|29) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100129|VRAI|||||||segmo
A. Le volume molaire partiel est la d&eacute;riv&eacute; du volume par rapport au nombre de moles|30) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100130|VRAI|||||||segmo
B. La d&eacute;riv&eacute; totale est la somme de toutes ses d&eacute;riv&eacute;s partielles|30) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100130|VRAI|||||||segmo
C. Toutes les grandeurs molaires partielles sont &eacute;crites en majuscules|30) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100130|FAUX|||||||segmo
D. Les fonctions d'&eacute;tat d'un syst&egrave;me dependent de la composition de ce syst&egrave;me|30) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100130|VRAI|||||||segmo
E. Les fonctions d'&eacute;tat d'un syst&egrave;me d&eacute;pendent des quantit&eacute;s de produits de ce syst&egrave;me|30) Parmi les propositions suivantes, la ou lequelles est (sont) exacte(s)?|UE3S100130|VRAI|||||||segmo
A. L'osmose correspond au passage de solut&eacute;s &agrave; travers une membrane h&eacute;miperm&eacute;able|1. Concernant la pression osmotique, indiquez la ou les proposition(s) exacte(s)|UE3T130101|FAUX|A. L'osmose correspond au passage d'un solvant &agrave; travers une membrane h&eacute;miperm&eacute;able : celle-ci est en effet imperm&eacute;able aux solut&eacute;s. Un exemple de membrane h&eacute;miperm&eacute;able est la membrane cellulaire (sauf pour quelques ions)||||||
B. Le ph&eacute;nom&egrave;ne d'osmose tend &agrave; &eacute;galiser les concentrations en solut&eacute;s de part et d'autre de la membrane|1. Concernant la pression osmotique, indiquez la ou les proposition(s) exacte(s)|UE3T130101|VRAI|||||||
C. L'existence du flux indique que le syst&egrave;me n'est pas en &eacute;quilibre|1. Concernant la pression osmotique, indiquez la ou les proposition(s) exacte(s)|UE3T130101|VRAI|||||||
D. La pression osmotique est la pression qu'il faudrait appliquer sur une solution pour stopper le flux|1. Concernant la pression osmotique, indiquez la ou les proposition(s) exacte(s)|UE3T130101|VRAI|||||||
E. Deux solutions dont les pressions osmotiques sont &eacute;gales sont dites « hypertoniques »|1. Concernant la pression osmotique, indiquez la ou les proposition(s) exacte(s)|UE3T130101|FAUX|E. Deux solutions dont les pressions osmotiques sont &eacute;gales sont dites « isotoniques »||||||
