labelAnswer|title|slug|answer|commentAnswer|summary|content|authorEmail|||
B. Cette aimantation peut persister lorque le champ ext&eacute;rieur se dissipe.|5. Concernant le ferromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140605|VRAI|||||Capron||
C. Un mat&eacute;riau dont l'aimantation reste apr&egrave;s disparition du champ magn&eacute;tique ext&eacute;rieur est un aimant.|5. Concernant le ferromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140605|VRAI|||||Capron||
D. L'aimantation (qui reste apr&egrave;s plac&eacute; dans un champ magn&eacute;tique) est alors r&eacute;manente.|5. Concernant le ferromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140605|VRAI|||||Capron||
E. Certains terres rares &agrave; basse temp&eacute;rature sont des mat&eacute;riaux ferromagn&eacute;tiques.|5. Concernant le ferromagn&eacute;tisme, indiquez la ou les proposition(s) exacte(s) :|UE3T140605|VRAI|||||Capron||
A. Ce ph&eacute;nom&egrave;ne est caract&eacute;ris&eacute; par l'existence d'un champ r&eacute;manent Br .|6. Concernant le ph&eacute;nom&egrave;ne d'hyst&eacute;r&eacute;sis, indiquez la ou les proposition(s) exacte(s) :|UE3T140606|VRAI|ABCDE. Quand un mat&eacute;riau a &eacute;t&eacute; magn&eacute;tis&eacute; et que l'on fait d&eacute;cro&icirc;tre l'excitation H, le champ total B d&eacute;croit &eacute;galement mais de fa&ccedil;on diff&eacute;rente : il y a retard de la d&eacute;saimantation = hyst&eacute;r&eacute;sis. Par cons&eacute;quent, lorsque H=0, B est toujours pr&eacute;sent et se nomme Br = champ r&eacute;manent. Pour faire disparaitre Br , il faut que H devienne n&eacute;gatif grâce &agrave; un sol&eacute;no&iuml;de. De l'&eacute;nergie est donc partiellement restitu&eacute;e lors de la d&eacute;saimantation, le reste &eacute;tant dissip&eacute; sous forme calorifique (chaleur)||||Capron||
B. L'aire du cycle est ind&eacute;pendente des propri&eacute;t&eacute;s magn&eacute;tiques du mat&eacute;riau.|6. Concernant le ph&eacute;nom&egrave;ne d'hyst&eacute;r&eacute;sis, indiquez la ou les proposition(s) exacte(s) :|UE3T140606|FAUX|B. Faux, l'aire du cycle d&eacute;pend des propri&eacute;t&eacute;s magn&eacute;tiques du mat&eacute;riau concern&eacute; (mat&eacute;riaux doux ou durs)||||Capron||
C. La perte par hyst&eacute;r&eacute;sis est proportionnelle &agrave; l'aire du cycle.|6. Concernant le ph&eacute;nom&egrave;ne d'hyst&eacute;r&eacute;sis, indiquez la ou les proposition(s) exacte(s) :|UE3T140606|VRAI|||||Capron||
D. Les mat&eacute;riaux magn&eacute;tiques dits « doux » ont un cycle d'hyst&eacute;r&eacute;sis large.|6. Concernant le ph&eacute;nom&egrave;ne d'hyst&eacute;r&eacute;sis, indiquez la ou les proposition(s) exacte(s) :|UE3T140606|FAUX|D. Faux, les mat&eacute;riaux “doux” ont un cycle &eacute;troit||||Capron||
E. Un &eacute;l&eacute;ctroaimant est un mat&eacute;riau magn&eacute;tique “doux”.|6. Concernant le ph&eacute;nom&egrave;ne d'hyst&eacute;r&eacute;sis, indiquez la ou les proposition(s) exacte(s) :|UE3T140606|VRAI|||||Capron||
A. Les diff&eacute;rentes propri&eacute;t&eacute;s magn&eacute;tiques des mat&eacute;riaux sont dues &agrave; la rotation des particules charg&eacute;es sur elles- m&ecirc;mes : le spin.|7. Concernant les mat&eacute;riaux magn&eacute;tiques, indiquez la ou les proposition(s) exacte(s) :|UE3T140607|VRAI|||||Capron||
B. Le mouvement des &eacute;lectrons dans le nuage &eacute;lectronique provoque un magn&eacute;tisme de spin.|7. Concernant les mat&eacute;riaux magn&eacute;tiques, indiquez la ou les proposition(s) exacte(s) :|UE3T140607|FAUX|B. Faux, le mouvement des &eacute;lectrons (autour du noyau) est responsable du magn&eacute;tisme orbital||||Capron||
C. La rotation des &eacute;lectrons sur eux-m&ecirc;mes provoque un magn&eacute;tisme orbital.|7. Concernant les mat&eacute;riaux magn&eacute;tiques, indiquez la ou les proposition(s) exacte(s) :|UE3T140607|FAUX|C. Faux, la rotation des &eacute;lectrons est responsable du magn&eacute;tisme de spin||||Capron||
D. Un mat&eacute;riau ferromagn&eacute;tique peut &ecirc;tre divis&eacute; en domaines, dits domaines de Weiss.|7. Concernant les mat&eacute;riaux magn&eacute;tiques, indiquez la ou les proposition(s) exacte(s) :|UE3T140607|VRAI|D. Vrai, ces domaines sont des zones d&eacute;limit&eacute;es dans un mat&eacute;riau. Dans ces domaines, l'orientation magn&eacute;tique est identique (les spins des &eacute;lectrons composants ce domaine sont donc tous orient&eacute;s de la m&ecirc;me fa&ccedil;on – parall&egrave;le ou antiparall&egrave;le)||||Capron||
E. Les domaines de Weiss sont s&eacute;par&eacute;s par des parois, dites parois de Weiss.|7. Concernant les mat&eacute;riaux magn&eacute;tiques, indiquez la ou les proposition(s) exacte(s) :|UE3T140607|FAUX|E. Faux, ce sont les parois de Bloch||||Capron||
A. S correspond au nombre de spin.|8. Concernant la r&eacute;sonance magn&eacute;tique nucl&eacute;aire, indiquez la ou les proposition(s) exacte(s) :|UE3T140608|VRAI|rappel de la r&egrave;gle : <br />Si Z et A sont pairs, S=0 <br />Si A est pair et Z impair, S=1 <br />Si A est impair, S=1/2||||Capron||
B. Le spin nucl&eacute;aire combine le spin des protons et le spin des neutrons.|8. Concernant la r&eacute;sonance magn&eacute;tique nucl&eacute;aire, indiquez la ou les proposition(s) exacte(s) :|UE3T140608|VRAI|||||Capron||
C. O (A=16 et Z=8) poss&egrave;de un noyau ayant pour spin 0.|8. Concernant la r&eacute;sonance magn&eacute;tique nucl&eacute;aire, indiquez la ou les proposition(s) exacte(s) :|UE3T140608|VRAI|C. Vrai, pour l'oxyg&egrave;ne, A et Z sont donc pairs et le spin est &eacute;gal &agrave; 0||||Capron||
D. P (Z = 31) poss&egrave;de un noyau ayant pour spin 1.|8. Concernant la r&eacute;sonance magn&eacute;tique nucl&eacute;aire, indiquez la ou les proposition(s) exacte(s) :|UE3T140608|FAUX|D. Faux<div>Si Z et A sont pairs, S=0&nbsp;<br />Si A est pair et Z impair, S=1&nbsp;<br />Si A est impair, S=1/2</div>||||Capron||
E. Na (Z = 23) poss&egrave;de un noyau ayant pour spin 1⁄2.|8. Concernant la r&eacute;sonance magn&eacute;tique nucl&eacute;aire, indiquez la ou les proposition(s) exacte(s) :|UE3T140608|VRAI|Si Z et A sont pairs, S=0&nbsp;<br />Si A est pair et Z impair, S=1&nbsp;<br />Si A est impair, S=1/2||||Capron||
A. Mz correspond &agrave; la composante transversale de l'aimantation.|9. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s) :|UE3T140609|FAUX|A. Faux, Mz repr&eacute;sente la composante longitudinale||||Capron||
B. La d&eacute;croissance de l'aimantation transversale est plus rapide que la d&eacute;croissance de l'aimantation longitudinale.|9. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s) :|UE3T140609|VRAI|||||Capron||
C. T2 repr&eacute;sente le temps de relaxation longitudinale.|9. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s) :|UE3T140609|FAUX|C. Faux, T2 est le temps de relaxation transversale||||Capron||
D. T1 repr&eacute;sente le temps de relaxation transversale.|9. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s) :|UE3T140609|FAUX|D. Faux, T1 correspond au temps de relaxation longitudinale||||Capron||
E. Les deux param&egrave;tres T1 et T2 caract&eacute;risent la dur&eacute;e de d&eacute;sexcitation du noyau.|9. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s) :|UE3T140609|VRAI|||||Capron||
A. Les temps T1 et T2 varient selon les tissus et sont &agrave; l'origine des diff&eacute;rences de contrastes en imagerie.|10. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s)|UE3T140610|VRAI|||||Capron||
B. Apr&egrave;s un temps T1, l'aimantation n'a r&eacute;cup&eacute;r&eacute; que 37% de sa valeur d'&eacute;quilibre.|10. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s)|UE3T140610|FAUX|B. Faux, apr&egrave;s un temps T1, l'aimantation n'a r&eacute;cup&eacute;r&eacute; que 63% de sa valeur d'&eacute;quilibre||||Capron||
C. Le temps de relaxation T1 est de l'ordre de la seconde.|10. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s)|UE3T140610|VRAI|||||Capron||
D. Apr&egrave;s un temps T2, il persiste 63% de l'aimantation initiale.|10. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s)|UE3T140610|FAUX|D. Faux, apr&egrave;s un temps T2, il persiste 37% de l'aimantation transversale||||Capron||
E. Le temps de relaxation T2 est de l'ordre de la seconde.|10. Concernant l'imagerie par r&eacute;sonance magn&eacute;tique, indiquez la ou les proposition(s) exacte(s)|UE3T140610|FAUX|E. Faux, T2 est de l'ordre du dixi&egrave;me de seconde (et c'est justement pour &ccedil;a que la d&eacute;croissance de l'aimantation transversale est plus rapide que celle de l'aimantation longitudinale !)||||Capron||
