A) INSEE base ses travaux uniquement sur des données exhaustives	1) Concernant les sources de données démographiques:	UE7S110201	FAUX	A) Elle peut faire des enquêtes ad hoc (=données non exhaustives)						segmo
E) INVS signifie Institut National de Vigilance et de Surveillance des soins	11) Parmi ces propositions, la ou lesquelles sont exactes ?	UE7S110211	FAUX	E) Institut National de Veille Sanitaire						segmo
A) En France, il y a 10 fois plus de médecins que de sages-femmes	12) Concernant les professions de santé:	UE7S110212	VRAI							segmo
B) On compte 40 000 kinésithérapeutes en France	12) Concernant les professions de santé:	UE7S110212	FAUX	B) 70000						segmo
C) On compte 60% de médecins libéraux environ	12) Concernant les professions de santé:	UE7S110212	VRAI							segmo
D) La profession la plus «libérale » est celle des chirurgiens-dentistes	12) Concernant les professions de santé:	UE7S110212	VRAI							segmo
E) La profession la moins bien répartie sur le territoire français est celle des sages-femmes	12) Concernant les professions de santé:	UE7S110212	VRAI							segmo
A) Le numérus clausus des professions médicales a été instauré en 1965	13) Concernant l'exercice médical:	UE7S110213	FAUX	A) 1971						segmo
B) Il y a autant de médecins généralistes que de spécialistes	13) Concernant l'exercice médical:	UE7S110213	VRAI							segmo
C) Les médecins exercent préférentiellement dans des établissements de santé plutôt que dans des cabinets	13) Concernant l'exercice médical:	UE7S110213	FAUX	C) plutôt en cabinet						segmo
D) L'exercice en cabinet de groupe a tendance à augmenter depuis quelques années, particulièrement chez les médecins âgés	13) Concernant l'exercice médical:	UE7S110213	FAUX	D) il augmente surtout chez les jeunes médecins						segmo
E) Le parcours coordonné de soins a été instauré en 2005	13) Concernant l'exercice médical:	UE7S110213	FAUX	E) il a été instauré en 2004						segmo
A) A cause du numérus clausus, le nombre de médecins va diminuer jusqu'en 2030	14) Concernant les professionnels de santé:	UE7S110214	FAUX	A) il va diminuer jusqu'en 2020 puis réaugmenter jusqu'en 2030						segmo
B) Sur la totalité des médecins, 85% sont actuellement conventionnés en secteur 1	14) Concernant les professionnels de santé:	UE7S110214	FAUX	B) 75%						segmo
C) Actuellement, de plus en plus de médecins choisissent l'exercice libéral	14) Concernant les professionnels de santé:	UE7S110214	FAUX	C) récemment, la tendance est plutôt à l'orientation salariée						segmo
D) Seulement 15% des infirmiers exercent en libéral	14) Concernant les professionnels de santé:	UE7S110214	VRAI							segmo
E) Les pharmaciens ne peuvent choisir librement leur lieu d'exercice	14) Concernant les professionnels de santé:	UE7S110214	VRAI							segmo
A) loi du 31 juillet 1991	15) Quel texte instaure le service public hospitalier?	UE7S110215	FAUX	loi du 31 décembre 1970						segmo
B) ordonnance de 1958	15) Quel texte instaure le service public hospitalier?	UE7S110215	FAUX	loi du 31 décembre 1970						segmo
C) loi du 31 décembre 1970	15) Quel texte instaure le service public hospitalier?	UE7S110215	VRAI							segmo
D) ordonnance de 1996	15) Quel texte instaure le service public hospitalier?	UE7S110215	FAUX	loi du 31 décembre 1970						segmo
E) loi du 21 juillet 2009	15) Quel texte instaure le service public hospitalier?	UE7S110215	FAUX	loi du 31 décembre 1970						segmo
A) Signifie Accréditation Régionale des Hôpitaux	16) Concernant l'ARH:	UE7S110216	FAUX							segmo
B) Signifie Agence Régionale d'Hospitalisation	16) Concernant l'ARH:	UE7S110216	VRAI							segmo
C) A été remplacée par l'ARS par la loi HPST	16) Concernant l'ARH:	UE7S110216	VRAI							segmo
D) A été remplacée par l'ARS en 2009	16) Concernant l'ARH:	UE7S110216	VRAI							segmo
A) L'ensemble des établissements de santé a pour obligation d'assurer le service public hospitalier	17) Parmi ces propositions, lesquelles sont exactes?	UE7S110217	FAUX	A) les établissements privés n'y sont pas obligés, mais peuvent le faire s'il en font la demande						segmo
B) Il y a 2 fois plus de lits dans le secteur public que dans le secteur privé	17) Parmi ces propositions, lesquelles sont exactes?	UE7S110217	FAUX							segmo
C) En France, on compte 30 CHU/CHR	17) Parmi ces propositions, lesquelles sont exactes?	UE7S110217	VRAI							segmo
D) Un médecin libéral peut exercer son activité dans un établissement de santé	17) Parmi ces propositions, lesquelles sont exactes?	UE7S110217	VRAI							segmo
E) Les plateaux techniques sont plus conséquents dans les CHR que les CH	17) Parmi ces propositions, lesquelles sont exactes?	UE7S110217	VRAI							segmo
A) Soins de courte durée = Médecine + chirurgie	18) Concernant les propositions suivantes la ou lesquelles sont exactes:	UE7S110218	FAUX	A) soins de courte durée = MCO (médecine, chirurgie, obstétrique)						segmo
B) Les soins de suite et de réadaptation sont très spécialisés	18) Concernant les propositions suivantes la ou lesquelles sont exactes:	UE7S110218	FAUX	B) ils sont peu spécialisés						segmo
C) La tendance actuelle est vers les soins non programmés	18) Concernant les propositions suivantes la ou lesquelles sont exactes:	UE7S110218	FAUX	C) on essaye de programmer un maximum de soins (enjeu financier important)						segmo
D) Les affections du tube digestif représentent un grand nombre d'hospitalisation (2,5 millions)	18) Concernant les propositions suivantes la ou lesquelles sont exactes:	UE7S110218	VRAI							segmo
E) 5% des patients décèdent lors de leur hospitalisation	18) Concernant les propositions suivantes la ou lesquelles sont exactes:	UE7S110218	FAUX	E) 1%						segmo
A) Les PA sont les plus grands consommateurs de soins	19) Concernant le recours aux soins:	UE7S110219	VRAI							segmo
B) Chaque année, environ 24 millions de personnes sont hospitalisées	19) Concernant le recours aux soins:	UE7S110219	FAUX	B) 24 millions de séjours						segmo
C) La chirurgie ambulatoire ne nécessite pas d'hospitalisation supérieure à 24h	19) Concernant le recours aux soins:	UE7S110219	VRAI							segmo
D) Les services d'urgences sont essentiellement privés	19) Concernant le recours aux soins:	UE7S110219	FAUX	D) ils sont essentiellement publics						segmo
E) Le recours aux urgences diminue de manière importante grâce à la programmation des soins	19) Concernant le recours aux soins:	UE7S110219	FAUX	E) même si de plus en plus de soins sont programmés, le recours aux urgences continue de croître						segmo
A) MIGAC signifie : Mission d'intérêt Général et d'Aide à la Contractualisation	20) Concernant le financement des soins :	UE7S110220	VRAI							segmo
B) La tarification à l'activité est mise en place depuis 1999	20) Concernant le financement des soins :	UE7S110220	FAUX	B) 2004 pour le début de sa mise en place, elle est aujourd'hui quasiment fonctionnelle partout en France						segmo
C) la tarification à l'activité s'applique aux soins de courte durée	20) Concernant le financement des soins :	UE7S110220	VRAI							segmo
D) la tarification à l'activité est possible grâce aux groupes homogènes de séjour	20) Concernant le financement des soins :	UE7S110220	VRAI	mis en place par le PMSI						segmo
E) les MIGAC sont des soins qui sont financés comme les soins de courte durée : à l'activité	20) Concernant le financement des soins :	UE7S110220	FAUX	E) Elles bénéficient d'une enveloppe spéciale						segmo
A. C'est la spécialité des troubles mentaux.	1. Indiquez la (ou les) proposition(s) exacte(s) concernant la psychologie médicale :	UE7T130201	FAUX	A. S'intéresse au fonctionnement psychique						
B. Elle concerne principalement la psychiatrie.	1. Indiquez la (ou les) proposition(s) exacte(s) concernant la psychologie médicale :	UE7T130201	FAUX	B. Elle concerne tout soignant						
C. C'est l'étude de l'homme dans la double perspective de ses comportements et de ses conduites d'une part et de ses états de conscience d'autre part qui cherche à formuler les lois de ses phénomènes et à en expliquer la genèse afin de pouvoir éventuellement les modifier.	1. Indiquez la (ou les) proposition(s) exacte(s) concernant la psychologie médicale :	UE7T130201	FAUX	C. ATTENTION !!! C'est la définition de la psychologie humaine et non celle de la psychologie médicale						
D. Elle met l'homme au centre de sa réflexion.	1. Indiquez la (ou les) proposition(s) exacte(s) concernant la psychologie médicale :	UE7T130201	VRAI							
E. Elle a pour but de reconnaître et traiter les dimensions psychiatriques où le médecin peut être impliqué.	1. Indiquez la (ou les) proposition(s) exacte(s) concernant la psychologie médicale :	UE7T130201	FAUX	E. Elle a pour but de reconnaître et traiter les dimensions psychologiques où le médecin peut être impliqué						
A. La personnalité est l'organisation dynamique des aspects intellectuels, affectifs, comportementaux, physiologiques et morphologiques de l'individu en interaction avec son milieu.	2. Indiquez la (ou les) proposition(s) exacte(s) concernant la personnalité et les troubles de la personnalité :	UE7T130202	VRAI							
B. La personnalité est régulée par le tempérament.	2. Indiquez la (ou les) proposition(s) exacte(s) concernant la personnalité et les troubles de la personnalité :	UE7T130202	FAUX	B. La personnalité régule elle-­‐même le tempérament						
C. Le trouble de la personnalité est envahissant et rigide.	2. Indiquez la (ou les) proposition(s) exacte(s) concernant la personnalité et les troubles de la personnalité :	UE7T130202	VRAI							
D. Le trouble de la personnalité apparaît à la fin de l'adolescence ou au début de l'âge adulte.	2. Indiquez la (ou les) proposition(s) exacte(s) concernant la personnalité et les troubles de la personnalité :	UE7T130202	VRAI							
E. Les troubles de la personnalité sont identifiés dans le DSM IV.	2. Indiquez la (ou les) proposition(s) exacte(s) concernant la personnalité et les troubles de la personnalité :	UE7T130202	VRAI							
A. D'après Canguilhem : « l'homme normal est celui qui reste adapté à son milieu».	3. Concernant le Normal et le Pathologique indiquez la (ou les) proposition(s) exacte(s) :	UE7T130203	VRAI							
B. Une personne est dite normale lorsqu'elle arrive à vivre avec ses difficultés, sans trop limiter ses possibilités, sans trop souffrir, sans trop faire souffrir son entourage et sans rejeter les autres.	3. Concernant le Normal et le Pathologique indiquez la (ou les) proposition(s) exacte(s) :	UE7T130203	FAUX	B. Une personne est dite normale lorsqu'elle arrive à vivre avec ses difficultés, limiter ses possibilités, sans trop souffrir, sans trop faire souffrir son entourage et sans se faire rejeter par les autres malgré les inévitables divergences dans les relations avec eux						
C. En cas de maladie lourde (ou chronique) il faut que le soignant crée de nouvelles normes avec l'aide du sujet.	3. Concernant le Normal et le Pathologique indiquez la (ou les) proposition(s) exacte(s) :	UE7T130203	FAUX	C. En cas de maladie lourde ou chronique, il faut que le patient crée de nouvelles normes avec l'aide du soignant						
D. Il existe une frontière clairement définie entre le normal et le pathologique.	3. Concernant le Normal et le Pathologique indiquez la (ou les) proposition(s) exacte(s) :	UE7T130203	FAUX	D. Il existe un continuum entre le normal et le pathologique						
E. D'après la définition statistique de la norme ; en médecine sont normaux, les écarts de deux déviations standard.	3. Concernant le Normal et le Pathologique indiquez la (ou les) proposition(s) exacte(s) :	UE7T130203	VRAI							
A. Elles reposent sur des questions qui permettent de mieux appréhender la personnalité de chaque personne.	4. Concernant les méthodes de la psychologie, quelle(s) sont la (ou les) proposition(s) exacte(s) ?	UE7T130204	VRAI							
B. Plus les sociétés sont évoluées, plus les rôles sont assignés et rigides.	4. Concernant les méthodes de la psychologie, quelle(s) sont la (ou les) proposition(s) exacte(s) ?	UE7T130204	FAUX	B. Plus les sociétés sont primitives, plus les rôles sont assignés et rigides						
C. Elles sont confrontées à d'autres courants de pensées tels que le positivisme initié par Auguste Comte qui considère que la psychologie n'a pas d'existence.	4. Concernant les méthodes de la psychologie, quelle(s) sont la (ou les) proposition(s) exacte(s) ?	UE7T130204	VRAI							
D. Dans la méthode expérimentale on sacrifie le subjectif à l'objectif.	4. Concernant les méthodes de la psychologie, quelle(s) sont la (ou les) proposition(s) exacte(s) ?	UE7T130204	VRAI							
E. L'introspection est une méthode scientifique dans laquelle observateur et observé ne font qu'un.	4. Concernant les méthodes de la psychologie, quelle(s) sont la (ou les) proposition(s) exacte(s) ?	UE7T130204	FAUX	E. L'introspection est une méthode non scientifique dans laquelle observateur et observé ne font qu'un						
A. L'énigme des conversions a été découverte seulement par Charcot.	5. Concernant l'apport de la psychanalyse, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130205	FAUX	A. A partir de l'expérience de Freud à la Salpêtrière et des patientes hystériques de Charcot, l'énigme des conversions a été mise en évidence						
B. Freud a eu recours à l'hypnose et à la suggestion pour guérir ses patientes hystériques.	5. Concernant l'apport de la psychanalyse, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130205	FAUX	B. Charcot a eu recours à l'hypnose et à la suggestion pour guérir ses patientes hystériques						
C. L'hypnose et la suggestion sont des techniques qui permettent l'accès au refoulé avec un accès réel à la conscience.	5. Concernant l'apport de la psychanalyse, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130205	FAUX	C. L'hypnose et la suggestion sont des techniques qui permettent l'accès au refoulé sans accès réel à la conscience						
D. Les lapsus, les rêves, les actes manqués sont des émergences de l'inconscient.	5. Concernant l'apport de la psychanalyse, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130205	VRAI							
E. Les lapsus, les rêves, les actes manqués correspondent au retour du refoulé.	5. Concernant l'apport de la psychanalyse, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130205	VRAI							
A. Il existe deux principes : le principe de plaisir et le principe de vérité.	6. Concernant les principes du fonctionnement psychique selon la psychanalyse :	UE7T130206	FAUX	A. Il existe 2 principes : le principe de plaisir et le principe de réalité						
B. Le principe de plaisir utilise les voies les plus courtes de satisfaction pour s'accomplir.	6. Concernant les principes du fonctionnement psychique selon la psychanalyse :	UE7T130206	VRAI							
C. Le principe de plaisir a pour but de trouver le niveau de tension le plus bas.	6. Concernant les principes du fonctionnement psychique selon la psychanalyse :	UE7T130206	VRAI							
D. Le principe de vérité vise aussi à l'obtention de la satisfaction mais en prenant des voies détournées.	6. Concernant les principes du fonctionnement psychique selon la psychanalyse :	UE7T130206	FAUX	D. Le principe de réalité vise aussi à l'obtention de la satisfaction mais en prenant des voies détournées						
E. Acceptation progressive du principe de vérité permet de différer la satisfaction.	6. Concernant les principes du fonctionnement psychique selon la psychanalyse :	UE7T130206	FAUX	E. Acceptation progressive du principe de réalité permet de différer la satisfaction						
A. Les premières relations entre les protagonistes sont fondées sur des échanges corporels.	7. Concernant le développement affectif :	UE7T130207	VRAI							
B. Le nourrisson dès la naissance a des compétences qui lui sont propres.	7. Concernant le développement affectif :	UE7T130207	VRAI							
C. Le nourrisson a sa propre personnalité et son tempérament se construit à partir des premiers échanges.	7. Concernant le développement affectif :	UE7T130207	FAUX	C. Le nourrisson a son propre tempérament et sa personnalité se construit à partir des premiers échanges						
D. La rencontre est une étape clé du développement affectif où l'état du nourrisson influence l'état de la mère et vice-­‐ versa.	7. Concernant le développement affectif :	UE7T130207	VRAI							
E. Le désir d'enfant conduit à une crise maturative s'inscrivant dans un réseau affectif, social et culturel.	7. Concernant le développement affectif :	UE7T130207	VRAI							
A. Le « surmoi » est l'héritier du complexe d'Œdipe.	8. Indiquez la (ou les) réponse(s) exacte(s) concernant les instances de la personnalité :	UE7T130208	VRAI							
B. Le « moi » est accessible à la conscience.	8. Indiquez la (ou les) réponse(s) exacte(s) concernant les instances de la personnalité :	UE7T130208	VRAI	B. ATTENTION !!! J'imagine que certains d'entre vous vont avoir mis la B de fausse. Si j'étais encore en P1, comme vous j'aurais hésité et malheureusement ce sera pareil le jour du concours, il y a toujours des items ambigus. Pour cet item, même si vous le jugez faux, j'ai pris l'avis de Mme Gérardin et d'après elle c'est bon. Elle ne cherche pas à vous piéger sur des détails comme celui-­‐ci (même si, dans le cours, il y a marqué : une partie du moi est accessible à la conscience)						
C. Le « moi »se forme par identification successive.	8. Indiquez la (ou les) réponse(s) exacte(s) concernant les instances de la personnalité :	UE7T130208	VRAI							
D. Le complexe d'Œdipe est indissociable de la reconnaissance de la différence des sexes et des générations.	8. Indiquez la (ou les) réponse(s) exacte(s) concernant les instances de la personnalité :	UE7T130208	VRAI							
E. Le « surmoi » modèle le « ça ».	8. Indiquez la (ou les) réponse(s) exacte(s) concernant les instances de la personnalité :	UE7T130208	FAUX	E. Le « ça » modèle le « surmoi »						
A. Un stade anal comprenant les trois organisateurs de Spitz.	9. Selon la psychanalyse les grandes phases du développement affectif comportent :	UE7T130209	FAUX	A. Un stade oral comprenant les 3 organisateurs de Spitz						
B. Les organisateurs de Spitz comprennent le sourire des 1ers mois, l'angoisse du 8 ème mois et le non autour du 18 ème mois.	9. Selon la psychanalyse les grandes phases du développement affectif comportent :	UE7T130209	VRAI							
C. Une période de latence entre 6 et 12 ans marquée par le refoulement favorisant les acquisitions éducatives.	9. Selon la psychanalyse les grandes phases du développement affectif comportent :	UE7T130209	FAUX	C. Une période de latence entre 6 et 10 ans marquée par le refoulement favorisant les acquisitions éducatives						
D. Un stade oral correspondant sur le plan relationnel à l'incorporation.	9. Selon la psychanalyse les grandes phases du développement affectif comportent :	UE7T130209	VRAI							
E. Un stade œdipien avec l'accession à la triangulation et ouverture à la socialisation.	9. Selon la psychanalyse les grandes phases du développement affectif comportent :	UE7T130209	VRAI							
A. Le développement de l'estime de soi doit se faire à la maison mais aussi à l'école.	10. Concernant les grands besoins de l'enfant, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130210	VRAI							
B. Pour se développer l'enfant se construit dans la fiabilité, la stabilité et la continuité des relations précoces.	10. Concernant les grands besoins de l'enfant, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130210	VRAI							
C. Il ne faut pas hésiter à garder les secrets de famille pour le protéger.	10. Concernant les grands besoins de l'enfant, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130210	FAUX	C. Il faut accompagner l'enfant dans les moments difficiles et mettre en mot les situations particulières auxquelles l'enfant peut être confronté en respectant son âge (ex : secret de famille)						
D. L'enfant doit occuper une place confusionnante en prenant par exemple la place d'un enfant mort prématurément au sein d'une famille.	10. Concernant les grands besoins de l'enfant, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130210	FAUX	D. l'enfant doit avoir une place non confusionnante et non inversée ; il doit occuper une place singulière (ne pas prendre la place d'un des parents, d'un enfant décédé prématurément...)						
E. Le besoin de proximité de l'enfant apparaît dès la naissance selon la théorie de l'attachement de Bowlby.	10. Concernant les grands besoins de l'enfant, quelle(s) sont la (ou les) réponse(s) exacte(s) :	UE7T130210	VRAI							
A. Le vieillissement démographique a un retentissement à la fois sanitaire et sociale.	11. Concernant la démographie de la population française, indiquer les propositions vraies.	UE7T130211	VRAI							
B. En 2007, la catégorie socioprofessionnelle la plus représentée est celle des employés.	11. Concernant la démographie de la population française, indiquer les propositions vraies.	UE7T130211	FAUX	B. Faux, ce sont les retraités (30%) puis les employés (17%)						
C. L'espérance de vie chez les femmes est en léger repli en France en 2012.	11. Concernant la démographie de la population française, indiquer les propositions vraies.	UE7T130211	VRAI							
D. 1/3 de la population est en cours d'études, titulaire d'un BAC+2 ou d'un diplôme supérieur.	11. Concernant la démographie de la population française, indiquer les propositions vraies.	UE7T130211	VRAI							
E. La mortalité infantile est un indicateur de morbidité.	11. Concernant la démographie de la population française, indiquer les propositions vraies.	UE7T130211	FAUX	E. Faux, de mortalité						
A. Elle est plus importante dans le nord que dans le sud.	12. Concernant la natalité en France, indiquer les propositions vraies.	UE7T130212	VRAI							
