A. La digitaline est un alcaloïde.	1. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s)	UE6S110201	FAUX	A. Digitaline= hétéroside,				Costentin	Histoire de la découverte des médicaments	segmo
E. Les promédicaments sont des médicaments intrinsèquement actifs.	3. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110203	FAUX	E :PROMEDICAMENT INTRINSEQUEMENT INACTIF				Costentin	Histoire de la découverte des médicaments	segmo
A. Le pro médicament est actif lorsqu'il est métabolisé en métabolites actifs.	4. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110204	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
B. Le Tiorfan® est un pro-médicament.	4. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110204	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
C. On peut commercialiser des métabolites actifs après avoir développé un pro-médicament.	4. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110204	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
D. On peut commercialiser l'énantiomère qui a le meilleur profil d'action sur la cible.	4. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110204	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
E. Le criblage des molécules issues de la chimiothèque s'effectue par des techniques de compétition de la liaison.	4. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110204	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
A. Un filtrat radioactif démontre qu'il n'y a pas de compétition entre le Radio-Ligand et la molécule à tester.	5. Concernant les techniques de Binding, ou High thoughput screening :	UE6S110205	FAUX	filtrat radioactif = compétition				Costentin	Histoire de la découverte des médicaments	segmo
B. Un filtrat non radioactif démontre qu'il n'y a pas de compétition entre le Radio«Ligand et la molécule à tester.	5. Concernant les techniques de Binding, ou High thoughput screening :	UE6S110205	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
C. Un filtrat radioactif démontre qu'il y a une compétition entre le Radio-Ligand et la molécule à tester.	5. Concernant les techniques de Binding, ou High thoughput screening :	UE6S110205	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
D. Un filtrat non radioactif démontre qu'il y a compétition entre le Radio-Ligand et la molécule à tester.	5. Concernant les techniques de Binding, ou High thoughput screening :	UE6S110205	FAUX	molécule à tester se retrouve dans le filtrat, au contraire le radio-ligand reste sur les récepteurs				Costentin	Histoire de la découverte des médicaments	segmo
E. Dans ces études, le Radio Ligand a une faible affinité avec la cible.	5. Concernant les techniques de Binding, ou High thoughput screening :	UE6S110205	FAUX	haute affinité				Costentin	Histoire de la découverte des médicaments	segmo
A. Les anticorps monoclonaux sont fabriqués grâce à des hybridomes.	6. Concernant les anticorps monoclonaux :	UE6S110206	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
B. Les immunoglobulines produites sont sur plusieurs épitopes.	6. Concernant les anticorps monoclonaux :	UE6S110206	FAUX					Costentin	Histoire de la découverte des médicaments	segmo
C. On utilise des lymphocytes T murins.	6. Concernant les anticorps monoclonaux :	UE6S110206	FAUX					Costentin	Histoire de la découverte des médicaments	segmo
D. On utilise des lymphocytes B murins.	6. Concernant les anticorps monoclonaux :	UE6S110206	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
E. Un animal murin est par exemple une souris.	6. Concernant les anticorps monoclonaux :	UE6S110206	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
A. Le vif argent est le mercure.	7. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110207	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
B. Le Mercure est utilisé pour forcer les occlusions intestinales.	7. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110207	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
C. Le Mercure est utilisé comme antisyphilitique.	7. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110207	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
D. L'or est utilisé dans le traitement des polyarthrites rhumatoïdes.	7. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110207	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
E. L'Arsenic est un élixir d'immortalité.	7. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110207	FAUX	E : non c'est un poison d'où son nom poudre de succession.				Costentin	Histoire de la découverte des médicaments	segmo
A. L'atropine est un alcaloïde.	8. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110208	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
B. La caféine est un stimulant.	8. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110208	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
C. La digitaline est un médicament de cardiaque.	8. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110208	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
D. La digoxine est un médicament de l'insuffisance cardiaque.	8. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110208	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
E. La quinine est un anti-émétisant.	8. Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110208	FAUX	E : quinine=anti paludéen				Costentin	Histoire de la découverte des médicaments	segmo
A. Par la Haute Autorité de Santé.	9) Les demandes d 'autorisation de mise sur le marché l'AMM des nouveaux médicaments sont examinées :	UE6S110209	FAUX	EMA ou ANSM				Skiba	Cycle de vie du médicament / Les autorités de santé / Les statuts du médicaments	segmo
C. Par le Comité Economique des Produits de Santé.	9) Les demandes d 'autorisation de mise sur le marché l'AMM des nouveaux médicaments sont examinées :	UE6S110209	FAUX	EMA et ANSM				Skiba	Cycle de vie du médicament / Les autorités de santé / Les statuts du médicaments	segmo
D. Par l'Agence Européenne des Médicaments.	9) Les demandes d 'autorisation de mise sur le marché l'AMM des nouveaux médicaments sont examinées :	UE6S110209	VRAI	EMA ou ANSM				Skiba	Cycle de vie du médicament / Les autorités de santé / Les statuts du médicaments	segmo
E. Par l'lnstitut National de Veille Sanitaire.	9) Les demandes d 'autorisation de mise sur le marché l'AMM des nouveaux médicaments sont examinées :	UE6S110209	FAUX	EMA ou ANSM				Skiba	Cycle de vie du médicament / Les autorités de santé / Les statuts du médicaments	segmo
A. Le taxol est un anti-asthénique.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110210	FAUX	taxol : anti-cancéreux<br>strychnine : anti-asthénique				Costentin	Histoire de la découverte des médicaments	segmo
B. La Spartéine provient du bulbe de colchique.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110210	FAUX	genêt de colchique (à balai)				Costentin	Histoire de la découverte des médicaments	segmo
C. L'Atropine est un anti-ulcèreux.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110210	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
D. Streptomycine est un antibiotique.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110210	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
E. L'Héparine provient du pancréas.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110210	FAUX	foie de chien, anticoagulant				Costentin	Histoire de la découverte des médicaments	segmo
A. Un alicament est un aliment ayant des propriétés qui s'apparentent à un médicament.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110211	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
B. Le pharmakon en grec ancien désigne un remède, un poison et aussi un bouc émissaire.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110211	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
C. Un réceptogramme correspond à l'ensemble des récepteurs qui peuvent être affectés par un ligand.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110211	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
D. La résorption correspond au passage progressif d'une substance d'un milieu à un autre au travers d'un épithélium.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110211	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
E. On peut dire « J'absorbe une tasse de café et mon intestin résorbe la caféine ». »	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110211	VRAI					Costentin	Histoire de la découverte des médicaments	segmo
A. Les accidents immuno-allergiques sont prévisibles et surviennent au cours de l'administration répétée du médicament.	12) Concernant les mécanismes des accidents médicamenteux :	UE6S110212	FAUX	A : imprévisibles,				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B. Il existe une augmentation exponentielle du risque d'accidents médicamenteux en fonction du nombre de médicaments prescrits.	12) Concernant les mécanismes des accidents médicamenteux :	UE6S110212	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C. Certains effets indésirables sont indissociables de l'action thérapeutique recherchée.	12) Concernant les mécanismes des accidents médicamenteux :	UE6S110212	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D. La pathologie iatrogène n'interfere pas avec l'évolution de la maladie initialement prise en charge.	12) Concernant les mécanismes des accidents médicamenteux :	UE6S110212	FAUX	D : oui ca interfère ,				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E. Les affections iatrogéniques sont la 50ème cause de mortalité aux USA.	12) Concernant les mécanismes des accidents médicamenteux :	UE6S110212	FAUX	E : 8ème cause de mortalité !!!!				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.L'iatropathogénie est l'ensemble des affections liées à la  prescription médicale dans un but thérapeutique ou diagnostic.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ?	UE6S110213	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.Un traitement symptomatique mis en place lors d'une affection  iatrogène est une bonne solution.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ?	UE6S110213	FAUX					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.Un traitement antihypertenseur peut générer un risque d'hypotension.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ?	UE6S110213	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Pour un médicament d'élimination rénale, il faut prendre en compte le  fonctionnement du rein, qui peut changer la pharmacocinétique du  médicament et produire des effets toxiques.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ?	UE6S110213	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.Certains accidents médicamenteux sont « acceptables » compte  tenu de leur faible gravité.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ?	UE6S110213	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.Les accidents toxiques portent sur l'effet pharmacocinétique principal du médicament	14) Parmi les propositions suivantes, laquelle ou lesquelles sont fausse(s) ?	UE6S110214	VRAI	A : faux effet pharmacodynamique principal,				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.Les accidents toxiques sont dus à des erreurs d'indication.	14) Parmi les propositions suivantes, laquelle ou lesquelles sont fausse(s) ?	UE6S110214	FAUX	vrai				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.Les accidents toxiques&nbsp;sont causés par le non-respect des contre-indications.	14) Parmi les propositions suivantes, laquelle ou lesquelles sont fausse(s) ?	UE6S110214	FAUX	vrai				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Les accidents toxiques sont causés par un excès de surveillance.	14) Parmi les propositions suivantes, laquelle ou lesquelles sont fausse(s) ?	UE6S110214	VRAI	FAUX				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.Les effets indésirables sont dû à l'effet pharmacodynamique principal.	14) Parmi les propositions suivantes, laquelle ou lesquelles sont fausse(s) ?	UE6S110214	VRAI	faux<br>E : effet pharmacodynamique latéral				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.Le nombre de médicaments prescrits et administrés.	15) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ? Quel(s) est (sont) la (les) facteur(s) favorisant les accidents médicamenteux :	UE6S110215	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.Les interactions médicamenteuses comme la potentialisation ou l'inactivation.	15) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ? Quel(s) est (sont) la (les) facteur(s) favorisant les accidents médicamenteux :	UE6S110215	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.Une appréciation suffisante de la co-morbidité.	15) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ? Quel(s) est (sont) la (les) facteur(s) favorisant les accidents médicamenteux :	UE6S110215	FAUX					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Une absence de réévaluation thérapeutique, conduisant à  maintenir un médicament qui n'a plus d'intérêt ou d'efficacité.	15) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ? Quel(s) est (sont) la (les) facteur(s) favorisant les accidents médicamenteux :	UE6S110215	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.Les patients eux-mêmes selon leur état de santé ou leur âge.	15) Parmi les propositions suivantes, laquelle (ou lesquelles) est  (sont) exacte(s) ? Quel(s) est (sont) la (les) facteur(s) favorisant les accidents médicamenteux :	UE6S110215	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.L'insuffisance hépatique n'est pas un critère d'accident médicamenteux.	16) Parmi les propositions suivantes, laquelle ou lesquelles sont  exacte(s) ?	UE6S110216	FAUX					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.L'insuffisance hépatique majore l'action des anticoagulants.	16) Parmi les propositions suivantes, laquelle ou lesquelles sont  exacte(s) ?	UE6S110216	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.L'automédication permet un diagnostic précoce.	16) Parmi les propositions suivantes, laquelle ou lesquelles sont  exacte(s) ?	UE6S110216	FAUX					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Un accident médicamenteux peut survenir sur un organe sain.	16) Parmi les propositions suivantes, laquelle ou lesquelles sont  exacte(s) ?	UE6S110216	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.La fréquence des accidents médicamenteux double après 30 ans.	16) Parmi les propositions suivantes, laquelle ou lesquelles sont  exacte(s) ?	UE6S110216	FAUX	E ; 65 ans				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.Digestives (nausées, vomissements).	17) Concernant les manifestations les plus graves des accidents  médicamenteux. Choisissez parmi les affirmations :	UE6S110217	FAUX	A et D fréquents mais pas grave				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.Hémorragies.	17) Concernant les manifestations les plus graves des accidents  médicamenteux. Choisissez parmi les affirmations :	UE6S110217	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.Choc anaphylactique.	17) Concernant les manifestations les plus graves des accidents  médicamenteux. Choisissez parmi les affirmations :	UE6S110217	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Hypotension artérielle.	17) Concernant les manifestations les plus graves des accidents  médicamenteux. Choisissez parmi les affirmations :	UE6S110217	FAUX	A et D fréquents mais pas grave				Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.Thrombopénie.	17) Concernant les manifestations les plus graves des accidents  médicamenteux. Choisissez parmi les affirmations :	UE6S110217	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.Il en résulte un traitement approprié pour le patient, car il le  décide lui-même.	18) Indiquez la (les) proposition(s) exacte(s) concernant l'automédication :	UE6S110218	FAUX					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.Elle expose à des accidents médicamenteux.	18) Indiquez la (les) proposition(s) exacte(s) concernant l'automédication :	UE6S110218	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.Elle est plus importante en cas de douleurs et/ou de troubles du sommeil	18) Indiquez la (les) proposition(s) exacte(s) concernant l'automédication :	UE6S110218	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Elle peut témoigner d'un manque de confiance envers le médecin.	18) Indiquez la (les) proposition(s) exacte(s) concernant l'automédication :	UE6S110218	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.Elle ne facilite pas le diagnostic d'une maladie.	18) Indiquez la (les) proposition(s) exacte(s) concernant l'automédication :	UE6S110218	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A.L'hypo albuminémie.	19) Parmi les propositions suivantes, quelle(s) est (sont) la (les)  principale(s) modification(s) pharmacocinétique(s) pouvant  favoriser les accidents médicamenteux ?	UE6S110219	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
B.L'altération de la fonction rénale.	19) Parmi les propositions suivantes, quelle(s) est (sont) la (les)  principale(s) modification(s) pharmacocinétique(s) pouvant  favoriser les accidents médicamenteux ?	UE6S110219	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
C.L'automédication.	19) Parmi les propositions suivantes, quelle(s) est (sont) la (les)  principale(s) modification(s) pharmacocinétique(s) pouvant  favoriser les accidents médicamenteux ?	UE6S110219	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
D.Diminution du volume de distribution.	19) Parmi les propositions suivantes, quelle(s) est (sont) la (les)  principale(s) modification(s) pharmacocinétique(s) pouvant  favoriser les accidents médicamenteux ?	UE6S110219	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
E.L'altération de la fonction hépatique.	19) Parmi les propositions suivantes, quelle(s) est (sont) la (les)  principale(s) modification(s) pharmacocinétique(s) pouvant  favoriser les accidents médicamenteux ?	UE6S110219	VRAI					Doucet	Iatropathogénie médicamenteuse / Le bon usage du médicament / La décision thérapeutique	segmo
A. Le screening ou criblage à haut débit permet la recherche d'une activité  biologique de substances issues de banques de données.	20) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110220	VRAI							segmo
B. Les expérimentations in vitro et in vivo permettent de décrire le  profil pharmacologique du médicament.	20) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110220	VRAI							segmo
C. Les expériences sur les cytochromes hépatiques donnent un aperçu des  effets de l'organisme sur les métabolisme des médicaments.	20) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110220	VRAI							segmo
D. Le développement rationnel du médicament utilise la structure du  récepteur ainsi que la compréhension des mécanismes biologiques  pour créer un nouveau médicament.	20) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110220	VRAI							segmo
E. Les études in vitro se déroulent avant les essais chez l'animal.	20) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110220	VRAI							segmo
A. Les bonnes pratiques de laboratoire ne sont que dans une  structure : les laboratoires.	21) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110221	FAUX	A: laboratoire et animalerie						segmo
B. Les BPL sont un ensemble de recommandations recouvrant tout le  processus de l'organisation : les conditions des études, la  planification, la vérification...	21) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110221	VRAI							segmo
C. L'assurance qualité doit être confiée à une ou des personnes  désignées par la direction.	21) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110221	VRAI							segmo
D. Les bonnes pratiques cliniques sont réalisées lors des essais chez l'animal.	21) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110221	FAUX	D: les bonnes pratiques cliniques sont réalisées lors des essais cliniques						segmo
E. Les BPC se basent sur la bioéthique entre autre.	21) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110221	VRAI							segmo
A. La toxicité par administration unique et la toxicité par  administration répétée sont les deux seules bases requises des  études toxicologiques avant toute administration à l'homme.	22) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110222	FAUX	A: il y a aussi l'exploration du pouvoir mutagène.						segmo
B. La toxicité aigüe permet la détermination de la dose maximale tolérée.	22) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110222	VRAI							segmo
C. Lors de la toxicité aigüe, l'administration est multiple avec une  observation minimale de 14 jours.	22) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110222	FAUX	C: administration unique.						segmo
D. La toxicité subaigüe dure 6 mois.	22) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110222	FAUX							segmo
E La toxicité subaigüe n'est exigé que pour les utilisations prolongées.	22) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110222	FAUX	E: toxicité chronique.						segmo
A.Le potentiel mutagène n'est pas demandé avant chaque passage  chez l'homme.	23) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110223	FAUX	A: toujours demandé						segmo
B.Le potentiel cancérogène s'étudie sur deux ans.	23) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110223	VRAI							segmo
C.Le potentiel cancérigène est un prérequis toxicologique obligatoire.	23) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110223	FAUX	C: uniquement pour les utilisations prolongées ou série chimique suspecte						segmo
D.Le potentiel mutagène est une substance ou agent susceptible de  produire des mutations.	23) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110223	VRAI							segmo
E.Le potentiel mutagène a une action sur l'ADN.	23) Parmi les propositions suivantes, laquelle (lesquelles) est (sont)  la (les) exacte(s) ?	UE6S110223	VRAI							segmo
A.Analytique	24) Les caractéristiques physico-chimiques du médicament rentrent dans  quel dossier de pré-requis pour les essais cliniques :	UE6S110224	VRAI							segmo
B.Galénique	24) Les caractéristiques physico-chimiques du médicament rentrent dans  quel dossier de pré-requis pour les essais cliniques :	UE6S110224	FAUX	analytique						segmo
C.Pharmacocinétique animale	24) Les caractéristiques physico-chimiques du médicament rentrent dans  quel dossier de pré-requis pour les essais cliniques :	UE6S110224	FAUX	analytique						segmo
D.Pharmocodynamique animale	24) Les caractéristiques physico-chimiques du médicament rentrent dans  quel dossier de pré-requis pour les essais cliniques :	UE6S110224	FAUX	analytique						segmo
E.Toxicologie	24) Les caractéristiques physico-chimiques du médicament rentrent dans  quel dossier de pré-requis pour les essais cliniques :	UE6S110224	FAUX	analytique						segmo
