A. Les études de toxicité aigüe se font par administration réitérée de produit.	1) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110301	FAUX	A. par administration unique						segmo
D. Un alcaloïde est une substance azotée contenant au moins un atome d'Azote (N) .	6) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110306	VRAI							segmo
E. Le coeur isolé et perfusé de lapin est une fibre musculaire lisse.	6) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110306	FAUX	E : Le coeur isolé et perfusé de lapin est une fibre musculaire STRIEE						segmo
A. Sur une culture cellulaire, on peut appliquer sur la cellule elle- même la substance à tester, et mesurer sa production de messagers secondaires tels que l'AMPc.	7) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110307	VRAI							segmo
B. Certains médicaments agissent par eux-mêmes (per se) , ou par un métabolite.	7) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110307	VRAI							segmo
C. Le sang de bouc est une substance d'origine végétale.	7) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110307	FAUX	C : sang de bouc d'origine animale						segmo
D. Les dirty drugs sont des agents qui affectent une seule et unique cible.	7) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110307	FAUX	D : Par définition les dirty drugs affectent plusieurs cibles et ont des effets qualitativement nombreux !						segmo
E. La Strychnine est un anti-asthmatique.	7) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110307	FAUX	E : strychnine= anti-asthénique						segmo
A. Un Inhibiteur Spécifique de Recapture de la Sérotonine (ISRS) .	8) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ? Lors d'une intervention chirurgicale, on utilisera pour induire une relaxation musculaire :	UE6S110308	FAUX	A. anti-dépresseur,						segmo
B. De la Benzodiazépine et/ou des barbituriques.	8) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ? Lors d'une intervention chirurgicale, on utilisera pour induire une relaxation musculaire :	UE6S110308	VRAI							segmo
C. Un Inhibiteur de l'Enzyme de Reconversion (IEC) .	8) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ? Lors d'une intervention chirurgicale, on utilisera pour induire une relaxation musculaire :	UE6S110308	FAUX	C : IEC=anti-HTA,						segmo
D. Du Curare.	8) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ? Lors d'une intervention chirurgicale, on utilisera pour induire une relaxation musculaire :	UE6S110308	VRAI							segmo
E. De la Digoxine.	8) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ? Lors d'une intervention chirurgicale, on utilisera pour induire une relaxation musculaire :	UE6S110308	FAUX	E : digoxine =insuffisance cardiaque						segmo
A. Les récepteurs membranaires à activité enzymatique ont une activité enzymatique du côté extra-cellulaire.	9) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110309	FAUX	A : coté intracellulaire donc cytosolique.						segmo
B. La relaxation musculaire des cellules musculaires lisses induites par le monoxyde d'azote produit une vasoconstriction.	9) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110309	FAUX	B : vasodilatation,&nbsp;						segmo
C. L'activité Tyrosine Kinase phosphoryle les protéines de régulation ce qui augmente la transcription des gènes concernés.	9) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110309	VRAI							segmo
D. L'acétylcholine et le Glutamate sont des neuromédiateurs inhibiteurs.	9) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110309	FAUX	D : neuromédiateurs activateurs						segmo
E. On peut diriger des anticorps contre des facteurs de croissance à des fins anticancéreuses.	9) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110309	VRAI							segmo
A. Les agonistes antidiabétiques (type 2) ayant le suffixe —fibrates, sont des récepteurs des Proliférateurs de Péroxysomes	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110310	FAUX							segmo
B. Les inhibiteurs de la pompe à proton sont des pro-médicaments activés par le pH basique de l'estomac, et sont des inhibiteurs réversibles de leur cible.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110310	FAUX	B: inhibiteurs de la pompe à proton= activés par le PH ACIDE de l'estomac et inhibiteurs IRREVERSIBLE,						segmo
C. Les inhibiteurs de la pompe à proton sont des pro-médicaments activés par le pH acide de l'estomac, et sont des inhibiteurs irréversibles de leur cible.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110310	VRAI							segmo
D. L'antifungique acyclovir (DO) agit sur la synthèse de l'ergostérol.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110310	FAUX	D: L'antifungique terbinafine (DO) agit sur la synthèse de l'ergostérol. L'acyclovir est un antiviral agissant sur l'ADN polymérase des virus à ADN						segmo
E. Les hypocholestérolémiants inhibent la synthèse du cholestérol, ce sont des statines.	10) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110310	VRAI							segmo
A. Les Anti Inflammatoires Non Stéroïdiens (AINS) augmentent la fraction libre d'Anti-Vitamine K.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110311	VRAI							segmo
B. Une concentration tissulaire élevée entraine une concentration sanguine faible, donc un grand volume de distribution.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110311	VRAI							segmo
C. L'étude du métabolisme ne fait pas partie du dossier d'AMM.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110311	FAUX	C : le métabolisme fait partie du dossier d'AMM,						segmo
D. Le passage au travers du placenta dépend de la polarité de la molécule	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110311	FAUX	D : le passage au travers le placenta dépend de la taille de la molécule, c'est la barrière hémato encéphalique (BHE) qui joue sur la polarité des molécules						segmo
E. La voie pulmonaire est parentérale à visée locale.	11) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110311	VRAI	<u>Voies d'administration et résorption</u>&nbsp;<br /><b>voies entérales</b>&nbsp;: orale (per os), perlinguale, rectale (pb résorption pas cste)&nbsp;<br /><br /><b>voies parentérales</b>&nbsp;<br /><br />* à visée&nbsp;<b>systématique</b>&nbsp;: voies transdermique, sous-cutané, intramusculaire, intraveineuse&nbsp;<br /><br />* à visée&nbsp;<b>locale</b>&nbsp;: voies pulmonaire, intradermique, intrarachidienne, intra-articulaire, (vaginale, oculaire, auriculaire, nasale)						segmo
A. L'intervalle thérapeutique renseigne sur la sécurité d'utilisation du médicament.	12) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110312	VRAI							segmo
B. Les réactions de phase 2 résultent du transfert de groupements polaires sur la molécule.	12) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110312	VRAI							segmo
C. Le principe de la glucuronoconjugaison est de fixer de l'acide glucuronique sur un atome d'Oxygène, de Soufre ou d'Azote.	12) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110312	VRAI							segmo
D. Les voies parentérales utilisent le tube digestif.	12) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110312	FAUX	D:Les voies parentérales n'utilisent PAS le tube digestif, ce sont les voies entérales						segmo
E. La forme galénique du médicament n'a pas d'influence sur la quantité de médicament absorbée.	12) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110312	FAUX	E:La forme galénique du médicament a une influence sur la quantité de médicament absorbée						segmo
A. Les essais de phase 1 se font sur environ un millier de volontaires sains.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110313	FAUX	A : phase 1 = volontaires sains et petit effectif						segmo
B. Les essais de phase 2 se font sur des volontaires sains ou des malades à faible risque.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110313	VRAI							segmo
C. Les essais de phase 3 se font uniquement en milieu hospitalier.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110313	FAUX	C : en milieu réel, c'est « la vraie vie du médicament » avec les moyens de surveillance habituels						segmo
D. Les essais de phase 3 sont rarement croisés, mais généralement en groupe parallèle.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110313	VRAI							segmo
E. Les essais de phase 4 permettent d'appréhender le médicament à long terme, et en préciser son maniement.	13) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110313	VRAI							segmo
A. La loi Huriet-Serusclat protège les sujets des recherches biomédicales.	14) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110314	VRAI							segmo
B. Les essais de phase 2 permettent de déterminer la relation dose-effet ou concentration-effet.	14) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110314	VRAI							segmo
C. Pour les essais cliniques, les sujets donnent un accord oral au promoteur de l'essai.	14) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110314	FAUX	C : accord écrit !						segmo
D. Les études en milieu réel de phase 3 sont souvent multi-centriques.	14) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110314	VRAI							segmo
E. Lors des essais de phase 1, on évalue l'observance des patients pour le traitement.	14) Parmi les propositions suivantes, laquelle (ou lesquelles) est (sont) exacte(s) ?	UE6S110314	FAUX	E: en phase 3 on évalue l'observance vu que c'est la vraie vie du médicament						segmo
A. Uniquement le contexte pathologique	15) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ? La décision thérapeutique doit prendre en compte :	UE6S110315	FAUX							segmo
B. Uniquement la demande du patient, son souhait	15) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ? La décision thérapeutique doit prendre en compte :	UE6S110315	FAUX							segmo
C. Le contexte économique	15) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ? La décision thérapeutique doit prendre en compte :	UE6S110315	VRAI							segmo
D. L'état psychique du patient (dépression, troubles cognitifs)	15) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ? La décision thérapeutique doit prendre en compte :	UE6S110315	VRAI							segmo
E. La déontologie	15) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ? La décision thérapeutique doit prendre en compte :	UE6S110315	VRAI							segmo
A. Si le diagnostic est incertain, le traitement risque de retarder la prise en charge efficace de la pathologie.	16) Avant de rédiger l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110316	VRAI							segmo
B. Les sujets ayant un terrain atopique font partie d'un groupe à risque majoré	16) Avant de rédiger l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110316	VRAI							segmo
C. La demande du patient est négligée si elle ne correspond pas aux priorités du médecin	16) Avant de rédiger l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110316	FAUX							segmo
D. Les interférences culturelles doivent être prises en compte pour la mise au point des modalités du traitement par le malade.	16) Avant de rédiger l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110316	VRAI							segmo
E. Pour chaque pathologie il y a une ordonnance donnée et prédéfinie.	16) Avant de rédiger l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110316	FAUX	E. Chaque patient est unique !						segmo
A. Le dictionnaire Vidal est indispensable	17) Lors de la rédaction de l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110317	VRAI							segmo
B. Les principaux paramètres pharmacocinétiques sont étudiés telle que la demie vie plasmatique d'élimination	17) Lors de la rédaction de l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110317	VRAI							segmo
C. Il faut fixer directement la durée du traitement	17) Lors de la rédaction de l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110317	VRAI							segmo
D. Si la marge thérapeutique du médicament est étroite, il est inutile de programmer une surveillance clinique et para-clinique	17) Lors de la rédaction de l'ordonnance, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110317	FAUX							segmo
A) Une connaissance du contexte médical et de l'histoire médicamenteuse du patient ne sont pas nécessaire à la prescription	18) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110318	FAUX							segmo
B) La bonne tolérance initiale d'un médicament permet de ne plus surveiller le traitement du patient	18) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110318	FAUX							segmo
C) Il est interdit de « dé-prescrire »	18) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110318	FAUX							segmo
D) La modification d'un médicament princeps par un générique ne pose jamais de problème au patient, il n'a jamais besoin d'explication	18) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110318	FAUX							segmo
A) Les prescriptions non réfléchies peuvent entrainer des risques accrus d'accidents médicamenteux chez le patient	19) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110319	VRAI							segmo
B) L'HAS émet des recommandations professionnelles	19) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110319	VRAI							segmo
C) La pharmacocinétique étudie la relation entre la dose du principe actif et sa concentration dans l'organisme	19) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110319	VRAI							segmo
D) Les modifications pharmacocinétiques peuvent majorer la toxicité du médicament	19) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110319	VRAI							segmo
E) Les paramètres pharmacocinétiques doivent être pris en compte lors de la rédaction d'une prescription	19) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110319	VRAI							segmo
A) La pharmacovigilance intervient en pré-AMM	20) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110320	FAUX	aprés AMM						segmo
B) La pharmacovigilance intervient uniquement dans la phase III des essais cliniques	20) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110320	FAUX	après AMM phase IV						segmo
C) La pharmacovigilance a lieu après l'AMM	20) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110320	VRAI							segmo
D) La pharmacovigilance se fait sur la population	20) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110320	VRAI							segmo
E) La pharmacovigilance se fait sur de petits échantillons	20) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110320	FAUX							segmo
A) La pharmacovigilance étudie l'évaluation des effets bénéfiques uniquement	21) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110321	FAUX							segmo
B) Les effets indésirables des médicaments peuvent résulter d'un « mésusage »	21) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110321	VRAI							segmo
C) Les centres anti-poisons appartiennent à la pharmacovigilance	21) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110321	FAUX							segmo
D) Les Résumés des caractéristiques du Produit se trouvent dans le dictionnaire Vidal	21) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110321	VRAI							segmo
E) Environ 5% des hospitalisations liés à des effets indésirables finissent par un décès tous les ans	21) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110321	VRAI	1 / 20						segmo
A) Il existe 15 centres régionaux de pharmacovigilance en France (CRPV)	22) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110322	FAUX	A. 31 CRPV						segmo
B) La déclaration des effets indésirables graves est facultative pour les sages-femmes	22) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110322	FAUX	B. obligatoire !						segmo
C) Le médecin doit obligatoirement déclarer les effets indésirables graves au CRPV	22) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110322	VRAI							segmo
D) En moyenne, un effet indésirable coûte 25 euros à la société française.	22) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110322	FAUX	D. 2500 euros						segmo
E) Les infirmières peuvent déclarer au CRPV un effet indésirable grave	22) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110322	VRAI							segmo
A) L'imputabilité du médicament se base sur trois critères	23) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110323	VRAI							segmo
B) La bibliographie est l'un de ces critères de&nbsp;l'imputabilité	23) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110323	VRAI							segmo
C) Les CRPV transmettent les notifications d'effets indésirables à l'AFSSAPS	23) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110323	VRAI	AFSSAPS remplacé par l'ANSM depuis 2012						segmo
E) L'évolution de l'effet indésirable à l'arrêt du médicament permet d'évaluer l'imputabilité du médicament	23) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110323	VRAI							segmo
A) L'AFSSAPS ne peut pas modifier le résumé des caractéristiques du produit.	24) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110324	FAUX	l'ANSM peut modifier le RCP						segmo
B) EUDRAVIGILANCE est la base de données mondiale	24) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110324	FAUX	B. EUDRAVIGILANCE est la base de données européenne						segmo
C) L'AFSSAPS est responsable de la politique du médicament	24) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110324	VRAI	AFSSAPS remplacé par l'ANSM depuis 2012						segmo
D) La pharmacovigilance permet de retirer du marché les médicaments dont le rapport bénéfice/risque est mauvais	24) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110324	VRAI							segmo
E) Après AMM les médicaments ont une utilisation large	24) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110324	VRAI							segmo
A) Les agonistes ont une affinité et une activité intrinsèque	25) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110325	VRAI							segmo
B) Les agonistes ont uniquement une affinité	25) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110325	FAUX							segmo
C) La liaison agoniste-récepteur est saturable	25) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110325	VRAI							segmo
D) La liaison agoniste-récepteur est réversible	25) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110325	VRAI							segmo
E) La loi d'action de masse est basée sur un déséquilibre permanent entre k1 et k2	25) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110325	FAUX	E. équilibre permanent						segmo
A) L'activité intrinsèque est l'aptitude d'une molécule à se fixer sur son récepteur	26) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110326	FAUX	A. c'est l'affinité						segmo
B) Le nombre de récepteurs occupés par l'agoniste dépend uniquement de la concentration du médicament	26) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110326	FAUX	B. dépend de la concentration et de l'affinité du médicament						segmo
C) CE50 caractérise la puissance la molécule	26) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110326	VRAI							segmo
D) CE50 caractérise l'affinité de la molécule	26) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110326	VRAI							segmo
E) Plus CE50 est faible, plus la puissance de l'agoniste est grande	26) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les agonistes ?	UE6S110326	VRAI							segmo
A) L'affinité est la capacité d'un médicament à entrainer le couplage du récepteur à son effecteur	27) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110327	FAUX	couplage au récepteur.						segmo
B) Les antagonistes ont une activité intrinsèque entre 0 < a < -1	27) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110327	FAUX	B. l'activité intrinsèque des antagonistes est a=0						segmo
C) Les agonistes partiels peuvent atteindre l'effet maximum	27) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110327	FAUX							segmo
D) Un antagoniste inverse diminue l'activité basale d'un récepteur	27) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110327	VRAI							segmo
E) Un antagoniste diminue l'activité basale d'un récepteur	27) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110327	FAUX	E. un antagoniste ne modifie pas l'activité basale d'un récepteur						segmo
A) Les antagonistes ont une affinité et une activité intrinsèque	28) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les antagonistes ?	UE6S110328	FAUX	alpha = 0 (pas d'activité intrinsèque)						segmo
B) Les antagonistes ont uniquement une affinité	28) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les antagonistes ?	UE6S110328	VRAI	pas d'activité intrinsèque (a=0)						segmo
C) Les antagonistes ont un rôle de blocage du récepteur	28) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les antagonistes ?	UE6S110328	VRAI							segmo
D) Les antagonistes compétitifs déplacent la courbe vers la gauche	28) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les antagonistes ?	UE6S110328	FAUX	D. déplace la courbe vers la droite						segmo
E) Les antagonistes compétitifs augmentent la CE50 d'un agoniste	28) Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les antagonistes ?	UE6S110328	VRAI							segmo
A) Les antagonistes non compétitifs peuvent être liés à une liaison covalente	29) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110329	VRAI							segmo
B) Les antagonistes non compétitifs peuvent se fixer sur le site actif	29) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110329	VRAI							segmo
C) Les antagonistes non compétitifs déplacent la courbe vers la droite et le bas	29) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110329	VRAI							segmo
D) E max caractérise l'activité de la molécule	29) Quelle(s) est (sont) la (les) proposition(s) exacte(s) ?	UE6S110329	FAUX	D. Emax caractérise l'efficacité de la molécule						segmo
