A. La personnalité se construit de la moyenne enfance à l'âge adulte	1. Donnez la ou les réponses exactes :	UE7S110401	FAUX	A. de la vie intra-utérine à l'âge adulte						segmo
B) Moins de 10% des sages-femmes travaillent en zone semi rurale	24) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110424	VRAI							segmo
C) Le Ministère de la Santé doit approuver les conventions établies entre l'Assurance Maladie et les Syndicats	24) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110424	VRAI							segmo
D) Les professionnels libéraux sont tous rémunérés à l'acte	24) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110424	FAUX	D. il existe des alternatives : salaires, forfaits, capitations						segmo
E) Les pharmaciens en officine ont tous un statut libéral	24) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110424	FAUX	E. libéral pour le propriétaire et salarié pour les employés						segmo
A) La séparation du médical et du social a eu lieu avec la loi de 1970 relative au SPH	25) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110425	FAUX	A. 1975						segmo
B) La notion de coordination des établissements de santé est apparue en 2009 avec la loi HPST	25) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110425	FAUX	B. Apparue avec le SPH en 1970						segmo
C) Il n'y a pas de médecin dans les établissements de proximité	25) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110425	VRAI							segmo
D) En dehors des médecins, le personnel hospitalier se compose seulement des infirmières, aides-soignants et agents de service hospitalier	25) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110425	FAUX	D. Et le personnel médico technique !						segmo
E) Une place correspond au lieu de prise en charge d'une pathologie pour un patient	25) Quelle(s) est(sont) la(les) réponse(s) exacte(s) :	UE7S110425	FAUX	E. Prise en charge d'une journée sans hébergement						segmo
A) La CMU de base est fondée sur un principe de résidence	26) Concernant la Sécurité Sociale :	UE7S110426	VRAI							segmo
B) L'AM définit quels sont les soins nécessaires à la population et finance ces soins	26) Concernant la Sécurité Sociale :	UE7S110426	FAUX	B. c'est l'HAS						segmo
C) La dette sociale suit une croissance linéaire	26) Concernant la Sécurité Sociale :	UE7S110426	FAUX	C. Elle est irrégulière suivant les années						segmo
D) En conséquence du déficit de la Sécurité Sociale, la part des soins financée par la sécurité sociale a diminué depuis 15ans, compensée par une augmentation de la part des complémentaires	26) Concernant la Sécurité Sociale :	UE7S110426	FAUX	D. C'est l'inverse						segmo
E) Le financement des salaires des médecins libéraux par l'Assurance Maladie représente une dépense supérieure au coût des médicaments prescrits par les médecins	26) Concernant la Sécurité Sociale :	UE7S110426	FAUX	E. C'est l'inverse						segmo
A) Pour certains médicaments les laboratoires peuvent fixer le prix qu'ils veulent	27) Concernant les médicaments :	UE7S110427	VRAI							segmo
B) Les médicaments prescrits sont tous remboursés	27) Concernant les médicaments :	UE7S110427	FAUX							segmo
C) La France est un pays très consommateur de médicaments mais dont la part de financement collectif est faible	27) Concernant les médicaments :	UE7S110427	FAUX	C. c'est le pays où le financement collectif des médicaments est le plus élevé !						segmo
D) Les pharmacies à usage interne peuvent payer les médicaments moins chers que les officines	27) Concernant les médicaments :	UE7S110427	VRAI							segmo
E) C'est l'HAS qui décide du remboursement d'un médicament	27) Concernant les médicaments :	UE7S110427	VRAI							segmo
A) La moitié des séjours durent plus de 24h	28) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110428	FAUX							segmo
B) Les maladies de l'appareil respiratoire représentent le chapitre regroupant les séjours les plus nombreux	28) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110428	FAUX							segmo
C) Il y a environ 1,5 millions de séjours par an en soin de courte durée	28) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110428	FAUX							? segmo
D) La majorité des séjours en soins de courte durée concernent les patients de 65 ans et plus	28) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110428	FAUX							segmo
E) Les accouchements sont la principale cause d'hospitalisation chez les femmes entre 16 et 64 ans	28) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110428	VRAI							segmo
A) La CMU de base permet à des personnes ayant des revenus insuffisants de bénéficier de la gratuité des soins	29) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110429	FAUX	A. C'est la CMU complémentaire						segmo
B) La CMU de base est accessible à des personnes résidant en France de manière régulière depuis moins de 3 mois	29) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110429	FAUX	B. Depuis plus de trois mois						segmo
C) Le risque vieillesse est couvert pa l'assurance maladie	29) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110429	FAUX							segmo
D) On peut différencier dans la protection sociale les financements publics : sécurité sociale et les financements privés : mutuelles, assurances privées, épargne, solidarité familiale	29) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110429	VRAI							segmo
E) Chaque personne ne doit pas obligatoirement souscrire à une mutuelle	29) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110429	VRAI							segmo
A) Les dépenses de la protection sociale en France en 2009 représente 10% du PIB	30) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110430	FAUX	A. Attention la protection sociale ne représente pas seulement la santé !						segmo
B) La part des dépenses de santé en ce qui concerne les médicaments est de 45 Milliards d'euros	30) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110430	FAUX	B. 35						segmo
C) Les dépenses de santé dans les établissements représentent un peu plus du double des dépenses en médicaments	30) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110430	VRAI							segmo
D) les prestations en espèces répondent à une augmentation des charges	30) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110430	FAUX	D. Ce sont les prestations en nature						segmo
E) Les prestations en nature s'adressent uniquement aux assurés sociaux	30) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110430	FAUX	E. Les prestations en espèces s'adresse uniquement aux assurés sociaux mais en nature pour les ayants droits aussi						segmo
A) Les assurances privées prennent en charge environ 9% des soins	31) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110431	FAUX	A. 4%						segmo
B) Les mutuelles prennent en charge environ 4 % des soins	31) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110431	FAUX	B. 8%						segmo
C) L'AM prend en charge environ 76% des soins	31) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110431	VRAI							segmo
D) Les régimes de cotisations sont autonomes	31) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110431	FAUX	D. non on a besoins de faire des compensations inter régimes (avec l'involution du secteur primaire ...)						segmo
E) Les assurances privées sont des structures à but non lucratif	31) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110431	FAUX	E. But lucratif à la différence des mutuelles						segmo
A) Les établissements publics rassemblent environ 65% des lits	32) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110432	VRAI							segmo
B) Les places représentent 1/10 de la capacité d'accueil sur l'ensemble des établissements de santé	32) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110432	VRAI							segmo
C) Les établissements privés à but non lucratifs représentent environ 40% des lits des établissements privés	32) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110432	VRAI							segmo
D) Le système Beveridgien développé d'abord en Allemagne est géré par l'Etat. Il est basé sur un système d'impôts. Son but initial est de couvrir toute la population	32) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110432	FAUX	D. en Angleterre						segmo
E) Le parcours coordonné de soins s'inscrit dans une démarche de capitation : le médecin connait son patient et s'adapte à ses caractères socio-économiques notamment	32) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110432	VRAI							segmo
A) La CSG = Contribution Sociale Généralisée est un impôt mis en place en 1996 pour résorber le déficit de la sécurité sociale	33) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110433	FAUX	A. C'est le RDS : Remboursement de la Dette Sociale						segmo
B) Le parcours coordonné de soins a été mis en place avec la loi du 9 Août 2004	33) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110433	FAUX	B. Attention, c'est la loi du 13 Août 2004, la loi du 9 Août s'intéresse à la santé publique						segmo
C) L'ARS est créé par la loi du 13 Août 2004, elle est chargée du renforcement de la qualité des soins et est indépendante de l'Etat	33) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110433	FAUX	C. C'est l'HAS						segmo
D) Un exemple de déconcentration est l'HAS	33) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110433	FAUX	ARS						segmo
E) La Loi de Financement de la Sécurité Sociale fixe chaque année l'ONDAM pour limiter l'activité de soins	33) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110433	VRAI							segmo
A) Lorsqu'un patient est atteint d'une Affection Longue Durée, tous ses frais médicaux sont pris en charge à 100%	34) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110434	FAUX	A. Non, seulement les soins spécifiques à son affection longue durée, pas le reste						segmo
B) Le 1/3 payant est la partie des soins à la charge du patient, il représente environ un tiers des frais totaux	34) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110434	FAUX	B. Non, c'est le ticket modérateur						segmo
C) Les PUI (pharmacie à usage intérieur) usent du taux de marque pour leur rémunération	34) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110434	FAUX	C. Non, ce sont les officines						segmo
D) Le handicap s'applique pour les personnes de moins de 60 ans	34) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110434	VRAI							segmo
E) La dépendance est la conséquence du handicap	34) Quelle(s) est (sont) la(les) réponse(s) exacte(s)	UE7S110434	FAUX	E. Non, ce sont 2 termes similaires pour différentes classes d'âges						segmo
A) Le cancer de la prostate est le cancer où la mortalité est la plus élevée chez l'homme	35) Concernant les cancers :	UE7S110435	FAUX	A. La morbidité mais pas la mortalité						segmo
B) Le cancer de la prostate est la première cause de cancer en terme de morbidité	35) Concernant les cancers :	UE7S110435	VRAI							segmo
C) L'augmentation de l'incidence du cancer de la prostate est dû à la réalisation de prise de sang de dépistage	35) Concernant les cancers :	UE7S110435	VRAI							segmo
D) en terme d'incidence prostate>sein>colon-rectum>poumon	35) Concernant les cancers :	UE7S110435	VRAI							segmo
E) Il y a une explication démographique et technique à l'augmentation du nombre de cancers.	35) Concernant les cancers :	UE7S110435	VRAI							segmo
A. Seuls les besoins du patient ont une influence sur cette image.	61. A propos de l'image actuelle du médecin :	UE7T110461	FAUX	A. Faux, il y a un effet des besoins du malade mais aussi de la pression sociale.						
B. La composante psychologique du médecin n'influence pas cette image en raison de sa neutralité affective.	61. A propos de l'image actuelle du médecin :	UE7T110461	FAUX	B. Faux, la composante psychologique influe sur cette image, de plus la neutralité affective affecte le statut du médecin, donc touche aussi son image.						
C. Le rôle du médecin se borne à faire un diagnostic.	61. A propos de l'image actuelle du médecin :	UE7T110461	FAUX	C. Faux, en partie car restaurer l'état de santé fait aussi partie de son rôle.						
D. La composante culturelle suppose une adéquation des statuts du médecin et du patient.	61. A propos de l'image actuelle du médecin :	UE7T110461	VRAI							
E. La disparition des figures d'autorité fait évoluer l'image du médecin dans la société actuelle.	61. A propos de l'image actuelle du médecin :	UE7T110461	VRAI							
A. Le médecin généraliste renvoie une image plus forte que celle du médecin spécialiste.	62. A propos de l'image actuelle du médecin :	UE7T110462	FAUX	A. Faux, moins forte car plus de substituts maternels dans la société.						
B. En fonction du motif de consultation, on retrouve souvent le mélange d'une image maternelle et paternelle.	62. A propos de l'image actuelle du médecin :	UE7T110462	VRAI							
C. La relation d'inégalité se creuse au cours d'une hospitalisation.	62. A propos de l'image actuelle du médecin :	UE7T110462	VRAI							
D. Le médecin renvoie une image particulière en fonction de son lieu d'exercice.	62. A propos de l'image actuelle du médecin :	UE7T110462	VRAI							
E. Le médecin généraliste renvoie une image maternelle inspirant admiration et crainte.	62. A propos de l'image actuelle du médecin :	UE7T110462	FAUX	E. Faux, c'est l'image paternelle qui inspire admiration et crainte (spécialiste).						
A. Les situations antérieurement vécues sont réactualisées par le transfert.	63. Au sujet du transfert :	UE7T110463	VRAI							
B. L'empathie consiste à se mettre totalement à la place du patient.	63. Au sujet du transfert :	UE7T110463	FAUX	B. Faux, pas totalement car il faut garder une certaine distance.						
C. Le transfert positif est toujours bénéfique pour le patient.	63. Au sujet du transfert :	UE7T110463	FAUX	C. Faux, il peut être excessif.						
D. Il s'agit de projections affectives inconscientes du médecin sur le malade.	63. Au sujet du transfert :	UE7T110463	FAUX	D. Faux, ce sont les projections affectives inconscientes du malade sur le médecin.						
E. Il prend ses origines dans la cure analytique.	63. Au sujet du transfert :	UE7T110463	VRAI							
A. Est souvent due aux excès médicamenteux ou à des associations malencontreuses chez les sujets âgés.	64. La iatrogénie:	UE7T110464	VRAI	A. Vrai, possible pour tous mais particulièrement chez le sujet âgé.						
B. L'utilisation de mots maladroits et des explorations utiles peuvent la générer.	64. La iatrogénie:	UE7T110464	FAUX	B. Faux, pas les explorations utiles, mais les inutiles.						
C. Est due au médecin et à ses soins.	64. La iatrogénie:	UE7T110464	VRAI							
D. Provoque un risque d'escalade de la plainte du patient.	64. La iatrogénie:	UE7T110464	VRAI							
E. La méconnaissance de la relation médecin/malade par le médecin en est une cause.	64. La iatrogénie:	UE7T110464	VRAI							
A. Il peut avoir des effets thérapeutiques contraires.	65. A propos du contre transfert :	UE7T110465	VRAI							
B. La cause de la maladie du patient l'influence.	65. A propos du contre transfert :	UE7T110465	VRAI	B. Vrai (organique ou psychologique).						
C. Est le plus souvent positif.	65. A propos du contre transfert :	UE7T110465	VRAI							
D. Il n'a pas de relation avec le vécu infantile du médecin.	65. A propos du contre transfert :	UE7T110465	FAUX							
E. Il correspond à des mouvements affectifs conscients chez le médecin, provoqués par le patient.	65. A propos du contre transfert :	UE7T110465	FAUX	E. Faux, ce sont des mouvements affectifs inconscients et non conscients.						
A. Il existe deux conceptions causales de la maladie, la première étant exogène (notion de Bernard) et la seconde étant endogène (notion de Pasteur et Hippocrate).	66. A propos des représentations de la maladie :	UE7T110466	FAUX	A. Faux, c'est le contraire : notion de mal = endogène = Pasteur et Hippocrate, alors qu'exogène = hérédité = Bernard.						
B. Il peut y avoir une notion de culpabilité, c'est-à-dire qu'elle peut être projetée sur l'intérieur avec les démons, et qu'elle est souvent due à la cause de la maladie.	66. A propos des représentations de la maladie :	UE7T110466	FAUX	B. Faux, car la culpabilité est projetée sur l'extérieur et non sur l'intérieur.						
C. Depuis la fin du 19ème siècle, il existe une conception physique de la maladie, avec une hiérarchie des maladies. Effectivement, les maladies physiques sont considérées comme supérieures aux maladies psychologiques.	66. A propos des représentations de la maladie :	UE7T110466	VRAI							
D. Il va y avoir un apprentissage du statut de médecin.	66. A propos des représentations de la maladie :	UE7T110466	FAUX	D. Faux, apprentissage du statut de MALADE.						
E. Le rôle du médecin est de trouver la maladie physique, car celle-ci est considérée comme exogène.	66. A propos des représentations de la maladie :	UE7T110466	VRAI							
A. La réaction du patient à sa maladie est proportionnelle à la gravité de celle-ci.	67. A propos du fait d'être malade :	UE7T110467	FAUX	A. Attention LA REACTION DU MALADE N'EST PAS PROPRE A LA GRAVITE DE SA MALADIE.						
B. La réaction à la maladie est fonction de la personnalité du patient.	67. A propos du fait d'être malade :	UE7T110467	VRAI							
C. La maladie est souvent vécue comme un état de faiblesse.	67. A propos du fait d'être malade :	UE7T110467	VRAI							
D. La régression est souvent retrouvée dans la maladie.	67. A propos du fait d'être malade :	UE7T110467	VRAI							
E. La culpabilité et la honte sont des sentiments souvent retrouvés chez les patients.	67. A propos du fait d'être malade :	UE7T110467	VRAI							
A. Le malade va seulement avoir des attitudes inconscientes.	68. A propos de la maladie :	UE7T110468	FAUX	A. Faux, car le patient va avoir des attitudes inconscientes ET conscientes (ainsi que des comportements et réactions).						
B. Le diagnostic est une source d'espoir et de danger.	68. A propos de la maladie :	UE7T110468	VRAI							
C. Le médecin, face à la maladie de son patient, va avoir un rôle d'accompagnateur, il va écouter ces angoisses.	68. A propos de la maladie :	UE7T110468	VRAI							
D. Face à la maladie, seule la communication non verbale a des effets sur le patient.	68. A propos de la maladie :	UE7T110468	FAUX	D. VERBALE et NON verbale.						
E. La réaction du patient face à sa maladie est fonction de son histoire passée.	68. A propos de la maladie :	UE7T110468	VRAI							
A. Les réactions individuelles retrouvées sont la dépendance, la régression, le déni, et la réaction persécutive.	69. A propos de la maladie :	UE7T110469	FAUX	A. Faux, ce sont des réactions PSYCHOLOGIQUES.						
B. Un déni peut signifier une sous estimation de la possibilité de guérir.	69. A propos de la maladie :	UE7T110469	FAUX	B. Déni = surestimation.						
C. Le mode d'apparition de la maladie est un facteur des réactions à la maladie.	69. A propos de la maladie :	UE7T110469	VRAI							
D. Une régression peut être parfois auto-entretenue.	69. A propos de la maladie :	UE7T110469	VRAI							
E. Le statut socio-économique n'est pas un facteur des réactions à la maladie.	69. A propos de la maladie :	UE7T110469	FAUX	E. Le statut socio-économique est un facteur des réactions à la maladie.						
A. Elle bénéficie d'une attention particulière avec des démarches précises concernant son déroulement et les acteurs qui doivent être mis en jeu.	70. A propos de l'annonce diagnostique :	UE7T110470	VRAI							
B. La réaction à une maladie grave dépend du pronostic vital, mais peu de l'état psychologique.	70. A propos de l'annonce diagnostique :	UE7T110470	FAUX	B. Faux, dépend aussi de l'état psychologique du patient.						
C. La réaction à l'annonce d'une maladie est fonction de l'image de cette maladie dans la société.	70. A propos de l'annonce diagnostique :	UE7T110470	VRAI							
D. Cette annonce est indépendante de la manière dont le médecin a une relation établie ou non avec le patient.	70. A propos de l'annonce diagnostique :	UE7T110470	FAUX	D. Faux, car l'annonce dépend aussi de la relation établie avec le patient.						
E. Il faut aussi penser aux proches et en parler avec le patient.	70. A propos de l'annonce diagnostique :	UE7T110470	VRAI							
A. Ils sont la première cause de mortalité chez l'Homme.	71. Concernant les cancers:	UE7T110471	VRAI							
B. Ils regroupent un ensemble de localisations très diverses.	71. Concernant les cancers:	UE7T110471	VRAI							
C. Un facteur cancérogène a des effets dans toutes les localisations.	71. Concernant les cancers:	UE7T110471	FAUX	C : faux, un mélanome par exemple n'aura pas d'effet sur le foie.						
D. Les cancers sont plus pris en charge par des médecins généralistes que des médecins spécialistes.	71. Concernant les cancers:	UE7T110471	FAUX	D : inversement.						
E. Environ 1/5 des cancers pourraient être évités par la non consommation de tabac.	71. Concernant les cancers:	UE7T110471	VRAI							
A. Les actions permettant de développer des comportements favorables relèvent de l'éducation à la santé.	72. Concernant les cancers en France :	UE7T110472	VRAI							
B. Depuis 2010, le dépistage du cancer du sein est obligatoire pour toutes les femmes de 50 ans et plus.	72. Concernant les cancers en France :	UE7T110472	FAUX	B : le dépistage n'est pas obligatoire. Population cible du dépistage du cancer du sein : femmes de 50 à 74 ans.						
C. L'efficacité du dépistage a été prouvée pour les cancers du colon et du col de l'utérus.	72. Concernant les cancers en France :	UE7T110472	VRAI	C : efficacité prouvée pour les cancers du sein, du colon, du col de l'utérus. Non prouvée pour la prostate (son ablation entraîne une impuissance).						
D. La balance bénéfice-risque est systématiquement prise en compte avant toute prise en charge.	72. Concernant les cancers en France :	UE7T110472	VRAI							
E. Les actions qui touchent à l'environnement sont sous la responsabilité des pouvoirs publics.	72. Concernant les cancers en France :	UE7T110472	VRAI							
A. Leur dépistage précoce réduit systématiquement le risque de mortalité.	73. Concernant les cancers en France :	UE7T110473	FAUX	A : non, cela dépend du stade d'avancé de la maladie.						
B. Ils font partie des ALD (Affections de Longue Durée).	73. Concernant les cancers en France :	UE7T110473	VRAI							
C. Leur prise en charge est entièrement financée par l'Assurance Maladie.	73. Concernant les cancers en France :	UE7T110473	VRAI							
D. On dénombre environ 500 000 nouveaux cas par an.	73. Concernant les cancers en France :	UE7T110473	FAUX	D : environ 320 000 nouveaux cas par an.						
E. Le traitement des cancers se fait exclusivement en cabinet médical.	73. Concernant les cancers en France :	UE7T110473	FAUX	E : il est réalisé en établissements.						
A. Généralement, le risque de développer un cancer est augmenté chez les personnes âgées.	74 .Concernant les cancers en France :	UE7T110474	VRAI							
B. Certaines pathologies cancéreuses font l'objet d'un sur-diagnostic.	74 .Concernant les cancers en France :	UE7T110474	VRAI							
